game_id,match_id,recorded_at,champion,player,rank,kills,deaths,assists,cs,vision,gold,patch,game_date,video_mb,video_filename,youtube_url
569763939,JP1_569763939,2026-03-10 00:49,Taliyah,定风波#520,Challenger,19,3,7,48,35,18593,16.5,2026-03-09 22:30 JST,1350,[JP Challenger JG] Taliyah 19-3-7 - 定风波#520.mp4,https://www.youtube.com/watch?v=j1Lot2-eDiA
569809142,JP1_569809142,2026-03-11 04:34,JarvanIV,BC EL#JP1,Challenger,3,0,13,34,44,12606,16.5,2026-03-10 01:39 JST,1047,[JP Challenger JG] JarvanIV 3-0-13 - BC EL#JP1.mp4,
569812259,JP1_569812259,2026-03-11 04:09,Taliyah,Ankochan#20y,Challenger,6,1,12,34,40,12612,16.5,2026-03-10 02:02 JST,1091,[JP Challenger JG] Taliyah 6-1-12 - Ankochan#20y.mp4,https://www.youtube.com/watch?v=6Aif9pGM4q0
569823819,JP1_569823819,2026-03-11 03:44,Karthus,本間心鈴#美しい虚無,Challenger,17,8,14,54,47,21714,16.5,2026-03-10 04:35 JST,1893,[JP Challenger JG] Karthus 17-8-14 - 本間心鈴#美しい虚無.mp4,https://www.youtube.com/watch?v=XOTtdL9aR_Q
569829637,JP1_569829637,2026-03-11 03:00,Gwen,ShadowIsles0#JP1,Challenger,2,1,5,3,19,7633,16.5,2026-03-10 06:23 JST,756,[JP Challenger JG] Gwen 2-1-5 - ShadowIsles0#JP1.mp4,https://www.youtube.com/watch?v=YBlN5_yo5VY
569867648,JP1_569867648,2026-03-11 02:42,Ambessa,773#ナナミ,Challenger,14,8,5,36,27,18224,16.5,2026-03-10 15:27 JST,1443,[JP Challenger JG] Ambessa 14-8-5 - 773#ナナミ.mp4,https://www.youtube.com/watch?v=aoEmDMTBiDA
569874697,JP1_569874697,2026-03-11 02:09,Taliyah,定风波#520,Challenger,6,5,9,26,51,15306,16.5,2026-03-10 16:27 JST,1494,[JP Challenger JG] Taliyah 6-5-9 - 定风波#520.mp4,https://www.youtube.com/watch?v=qgJZlNcgekQ
569946168,JP1_569946168,2026-03-11 01:34,Skarner,gaman#7897,Challenger,5,1,15,14,25,10875,16.5,2026-03-10 22:37 JST,1070,[JP Challenger JG] Skarner 5-1-15 - gaman#7897.mp4,https://www.youtube.com/watch?v=CJnkh6nIdcM
569997958,JP1_569997958,2026-03-12 03:17,JarvanIV,青春禁止#JP1,Challenger,10,1,7,15,19,12162,16.5,2026-03-11 02:51 JST,916,[JP Challenger JG] JarvanIV 10-1-7 - 青春禁止#JP1.mp4,
570037362,JP1_570037362,2026-03-12 02:55,Talon,May#0823,Challenger,5,0,6,31,12,8247,16.5,2026-03-11 12:30 JST,682,[JP Challenger JG] Talon 5-0-6 - May#0823.mp4,https://www.youtube.com/watch?v=zTphQOTq3hs
570041260,JP1_570041260,2026-03-12 02:39,Sylas,773#ナナミ,Challenger,16,2,10,63,31,19965,16.5,2026-03-11 13:26 JST,1336,[JP Challenger JG] Sylas 16-2-10 - 773#ナナミ.mp4,https://www.youtube.com/watch?v=by2mvUV1S5A
570084624,JP1_570084624,2026-03-12 02:08,Zaahen,Ankochan#20y,Challenger,10,3,8,32,27,12790,16.5,2026-03-11 19:14 JST,1101,[JP Challenger JG] Zaahen 10-3-8 - Ankochan#20y.mp4,https://www.youtube.com/watch?v=LV0zFgYWfKo
570104589,JP1_570104589,2026-03-12 01:12,Khazix,Father of china#2302,Challenger,7,1,14,28,42,15811,16.5,2026-03-11 21:07 JST,1345,[JP Challenger JG] Khazix 7-1-14 - Father of china#2302.mp4,https://www.youtube.com/watch?v=YqSPSnuFBzM
570105335,JP1_570105335,2026-03-12 01:42,Viego,白鶴仙童#MYZZ,Challenger,12,3,4,21,44,15655,16.5,2026-03-11 21:05 JST,1321,[JP Challenger JG] Viego 12-3-4 - 白鶴仙童#MYZZ.mp4,https://www.youtube.com/watch?v=eaz89NQ-4lw
570136055,JP1_570136055,2026-03-12 00:40,Nidalee,BC EL#JP1,Challenger,7,0,3,18,24,7561,16.5,2026-03-11 22:57 JST,695,[JP Challenger JG] Nidalee 7-0-3 - BC EL#JP1.mp4,https://www.youtube.com/watch?v=8R1b4Y2FxDw
570174344,JP1_570174344,2026-03-13 05:54,RekSai,ShadowIsles0#JP1,Challenger,10,1,12,21,39,14467,16.5,2026-03-12 01:59 JST,1337,[JP Challenger JG] RekSai 10-1-12 - ShadowIsles0#JP1.mp4,
570178398,JP1_570178398,2026-03-13 05:23,Vi,Ankochan#20y,Challenger,9,1,13,20,34,12336,16.5,2026-03-12 02:27 JST,1038,[JP Challenger JG] Vi 9-1-13 - Ankochan#20y.mp4,
570180609,JP1_570180609,2026-03-13 04:58,Viego,青春禁止#JP1,Challenger,5,1,8,22,30,12284,16.5,2026-03-12 02:56 JST,1125,[JP Challenger JG] Viego 5-1-8 - 青春禁止#JP1.mp4,
570217329,JP1_570217329,2026-03-13 04:32,Zaahen,ねすてぃー#7777,Challenger,6,0,7,13,20,11058,16.5,2026-03-12 13:32 JST,932,[JP Challenger JG] Zaahen 6-0-7 - ねすてぃー#7777.mp4,
570220180,JP1_570220180,2026-03-13 04:10,Viego,ねすてぃー#7474,Challenger,13,6,10,17,23,15639,16.5,2026-03-12 13:59 JST,1238,[JP Challenger JG] Viego 13-6-10 - ねすてぃー#7474.mp4,
570250043,JP1_570250043,2026-03-13 03:42,Jax,Father of china#2302,Challenger,3,1,8,18,33,10897,16.5,2026-03-12 18:17 JST,1077,[JP Challenger JG] Jax 3-1-8 - Father of china#2302.mp4,https://www.youtube.com/watch?v=lW7VnJOeTKM
570265770,JP1_570265770,2026-03-13 03:17,Rengar,白鶴仙童#MYZZ,Challenger,7,1,11,8,18,9512,16.5,2026-03-12 20:15 JST,834,[JP Challenger JG] Rengar 7-1-11 - 白鶴仙童#MYZZ.mp4,https://www.youtube.com/watch?v=lasc0vyKFfg
570267482,JP1_570267482,2026-03-13 02:57,Briar,loselinelosegame#999,Challenger,19,1,6,60,45,20902,16.5,2026-03-12 20:22 JST,1442,[JP Challenger JG] Briar 19-1-6 - loselinelosegame#999.mp4,https://www.youtube.com/watch?v=ZRmyoNPiFYY
570274141,JP1_570274141,2026-03-13 02:23,Rengar,Badao1102c#2302,Challenger,19,12,11,56,52,27715,16.5,2026-03-12 20:51 JST,2038,[JP Challenger JG] Rengar 19-12-11 - Badao1102c#2302.mp4,https://www.youtube.com/watch?v=SIUzGIUiBqQ
570315274,JP1_570315274,2026-03-13 01:37,Fizz,CTRLME#77777,Challenger,7,0,7,30,15,10256,16.5,2026-03-12 23:31 JST,947,[JP Challenger JG] Fizz 7-0-7 - CTRLME#77777.mp4,https://www.youtube.com/watch?v=fs_guK9jT-4
570320594,JP1_570320594,2026-03-13 01:14,LeeSin,May#0823,Challenger,4,0,6,19,22,8641,16.5,2026-03-12 23:55 JST,833,[JP Challenger JG] LeeSin 4-0-6 - May#0823.mp4,https://www.youtube.com/watch?v=EG58eomA4jQ
570330850,JP1_570330850,2026-03-14 03:33,Jayce,白鶴仙童#MYZZ,Challenger,12,2,9,26,23,16892,16.5,2026-03-13 00:41 JST,1163,[JP Challenger JG] Jayce 12-2-9 - 白鶴仙童#MYZZ.mp4,
570365303,JP1_570365303,2026-03-14 03:06,Karthus,本間心鈴#美しい虚無,Challenger,22,2,10,45,26,19189,16.5,2026-03-13 07:40 JST,1199,[JP Challenger JG] Karthus 22-2-10 - 本間心鈴#美しい虚無.mp4,
570383000,JP1_570383000,2026-03-14 02:38,Viego,May#0823,Challenger,11,1,9,22,36,13390,16.5,2026-03-13 13:04 JST,1124,[JP Challenger JG] Viego 11-1-9 - May#0823.mp4,
570405748,JP1_570405748,2026-03-14 02:12,Ambessa,Ankochan#20y,Challenger,4,2,10,19,25,10336,16.5,2026-03-13 16:44 JST,932,[JP Challenger JG] Ambessa 4-2-10 - Ankochan#20y.mp4,
570420156,JP1_570420156,2026-03-14 01:50,Lillia,CTRLME#77777,Challenger,13,0,12,55,21,17992,16.5,2026-03-13 18:28 JST,1170,[JP Challenger JG] Lillia 13-0-12 - CTRLME#77777.mp4,https://www.youtube.com/watch?v=D62yaPGDM08
570443437,JP1_570443437,2026-03-14 01:23,LeeSin,Minato aqua#ski,Challenger,13,0,11,30,18,13257,16.5,2026-03-13 21:00 JST,955,[JP Challenger JG] LeeSin 13-0-11 - Minato aqua#ski.mp4,https://www.youtube.com/watch?v=ge_V9tjBiPc
570470098,JP1_570470098,2026-03-14 01:00,FiddleSticks,hedonistic#JP1,Challenger,3,0,5,9,31,6454,16.5,2026-03-13 22:42 JST,682,[JP Challenger JG] FiddleSticks 3-0-5 - hedonistic#JP1.mp4,https://www.youtube.com/watch?v=RZyhqSdTwIU
570474623,JP1_570474623,2026-03-14 00:44,Rengar,Badao1102c#2302,Challenger,13,2,8,48,32,14372,16.5,2026-03-13 23:01 JST,1206,[JP Challenger JG] Rengar 13-2-8 - Badao1102c#2302.mp4,https://www.youtube.com/watch?v=HZNzlS6Ux5o
570564941,JP1_570564941,2026-03-15 10:02,Rengar,Badao1102c#2302,Challenger,15,3,6,30,22,16665,16.5,2026-03-14 11:35 JST,1199,[JP Challenger JG] Rengar 15-3-6 - Badao1102c#2302.mp4,https://www.youtube.com/watch?v=vzgVJa_AC8s
570573152,JP1_570573152,2026-03-15 09:34,Taliyah,定风波#520,Challenger,10,5,12,35,43,14401,16.5,2026-03-14 12:40 JST,1193,[JP Challenger JG] Taliyah 10-5-12 - 定风波#520.mp4,https://www.youtube.com/watch?v=vPfQ8N0w_Y8
570586381,JP1_570586381,2026-03-15 09:06,LeeSin,May#0823,Challenger,8,5,17,18,42,14105,16.5,2026-03-14 14:20 JST,1375,[JP Challenger JG] LeeSin 8-5-17 - May#0823.mp4,https://www.youtube.com/watch?v=LyXpOgLxD9U
570605461,JP1_570605461,2026-03-15 08:34,Viego,豊川祥子ノ超超超超時空裁決喵#惹啊啊啊啊,Challenger,11,2,3,32,25,13837,16.5,2026-03-14 16:19 JST,941,[JP Challenger JG] Viego 11-2-3 - 豊川祥子ノ超超超超時空裁決喵#惹啊啊啊啊.mp4,
570609917,JP1_570609917,2026-03-15 08:12,Viego,白鶴仙童#MYZZ,Challenger,20,8,8,35,50,24700,16.5,2026-03-14 16:43 JST,1815,[JP Challenger JG] Viego 20-8-8 - 白鶴仙童#MYZZ.mp4,
570612823,JP1_570612823,2026-03-15 07:30,Lillia,BC EL#JP1,Challenger,13,0,10,42,33,14330,16.5,2026-03-14 16:57 JST,1071,[JP Challenger JG] Lillia 13-0-10 - BC EL#JP1.mp4,
570620343,JP1_570620343,2026-03-15 07:06,Briar,loselinelosegame#999,Challenger,11,0,9,23,27,15973,16.5,2026-03-14 17:38 JST,1161,[JP Challenger JG] Briar 11-0-9 - loselinelosegame#999.mp4,
570649433,JP1_570649433,2026-03-15 06:39,Hecarim,本間心鈴#美しい虚無,Challenger,8,1,6,13,15,8295,16.5,2026-03-14 20:18 JST,697,[JP Challenger JG] Hecarim 8-1-6 - 本間心鈴#美しい虚無.mp4,https://www.youtube.com/watch?v=TGs1Yo7mlBk
570687165,JP1_570687165,2026-03-15 06:22,Gwen,CTRLME#77777,Challenger,8,3,12,32,37,16113,16.5,2026-03-14 22:49 JST,1229,[JP Challenger JG] Gwen 8-3-12 - CTRLME#77777.mp4,https://www.youtube.com/watch?v=38UmJ2DUvIw
570695268,JP1_570695268,2026-03-15 05:53,Sylas,ShadowIsles0#JP1,Challenger,13,2,13,18,19,14553,16.5,2026-03-14 23:19 JST,1154,[JP Challenger JG] Sylas 13-2-13 - ShadowIsles0#JP1.mp4,https://www.youtube.com/watch?v=N7JExQz_oaw
570729407,JP1_570729407,2026-03-16 05:25,Briar,loselinelosegame#999,Challenger,10,3,8,14,37,16324,16.5,2026-03-15 01:26 JST,1355,[JP Challenger JG] Briar 10-3-8 - loselinelosegame#999.mp4,https://www.youtube.com/watch?v=Am-fCkWKwBA
570744197,JP1_570744197,2026-03-15 05:27,Graves,Ankochan#20y,Challenger,10,4,4,67,27,15795,16.5,2026-03-15 02:41 JST,1282,[JP Challenger JG] Graves 10-4-4 - Ankochan#20y.mp4,https://www.youtube.com/watch?v=SKEpXvxtymE
570745530,JP1_570745530,2026-03-15 04:57,FiddleSticks,大小姐驾到#Molly,Challenger,7,2,18,19,51,12883,16.5,2026-03-15 02:49 JST,1099,[JP Challenger JG] FiddleSticks 7-2-18 - 大小姐驾到#Molly.mp4,https://www.youtube.com/watch?v=hQbSKmJLt78
570747191,JP1_570747191,2026-03-15 04:31,LeeSin,Minato aqua#ski,Challenger,10,3,11,13,36,13666,16.5,2026-03-15 03:01 JST,1229,[JP Challenger JG] LeeSin 10-3-11 - Minato aqua#ski.mp4,https://www.youtube.com/watch?v=OgjxkRPbK48
570774678,JP1_570774678,2026-03-16 04:28,Gwen,I Am AtomiK#シャドウ,Challenger,16,8,7,54,25,21158,16.5,2026-03-15 10:01 JST,1454,[JP Challenger JG] Gwen 16-8-7 - I Am AtomiK#シャドウ.mp4,
570775168,JP1_570775168,2026-03-16 04:54,Taliyah,定风波#520,Challenger,4,3,13,27,27,12147,16.5,2026-03-15 09:48 JST,1108,[JP Challenger JG] Taliyah 4-3-13 - 定风波#520.mp4,https://www.youtube.com/watch?v=xtKAc_LOutI
570782539,JP1_570782539,2026-03-16 03:54,Viego,May#0823,Challenger,12,3,9,37,45,16417,16.5,2026-03-15 11:28 JST,1521,[JP Challenger JG] Viego 12-3-9 - May#0823.mp4,
570783628,JP1_570783628,2026-03-16 03:19,Karthus,本間心鈴#美しい虚無,Challenger,6,3,9,33,33,13508,16.5,2026-03-15 11:36 JST,1165,[JP Challenger JG] Karthus 6-3-9 - 本間心鈴#美しい虚無.mp4,
570792212,JP1_570792212,2026-03-16 02:52,LeeSin,Ankochan#20y,Challenger,5,0,4,6,22,9133,16.5,2026-03-15 12:45 JST,879,[JP Challenger JG] LeeSin 5-0-4 - Ankochan#20y.mp4,
570794275,JP1_570794275,2026-03-16 02:31,Rengar,Badao1102c#2302,Challenger,14,10,11,59,40,18519,16.5,2026-03-15 13:06 JST,1597,[JP Challenger JG] Rengar 14-10-11 - Badao1102c#2302.mp4,
570843890,JP1_570843890,2026-03-16 01:54,Hecarim,CTRLME#77777,Challenger,8,0,8,21,19,11249,16.5,2026-03-15 17:42 JST,918,[JP Challenger JG] Hecarim 8-0-8 - CTRLME#77777.mp4,
570911857,JP1_570911857,2026-03-16 01:33,Kayn,ShadowIsles0#JP1,Challenger,6,0,5,6,18,10412,16.5,2026-03-15 22:51 JST,819,[JP Challenger JG] Kayn 6-0-5 - ShadowIsles0#JP1.mp4,https://www.youtube.com/watch?v=Z8h4wqw7_Eo
570966473,JP1_570966473,,FiddleSticks,hedonistic#JP1,Challenger,9,0,8,22,76,12109,16.5,2026-03-16 04:22 JST,,,
570978229,JP1_570978229,,Karthus,senzawa#JP1,Challenger,12,3,11,37,31,17752,16.5,2026-03-16 08:58 JST,,,
570993816,JP1_570993816,,Kayn,ShadowIsles0#JP1,Challenger,14,4,8,29,36,20447,16.5,2026-03-16 13:21 JST,,,
570994130,JP1_570994130,,Graves,ONCE#JP1,Challenger,9,1,8,24,18,10475,16.5,2026-03-16 13:00 JST,,,
571002819,JP1_571002819,,Viego,ねすてぃー#7474,Challenger,7,2,4,11,24,8953,16.5,2026-03-16 15:00 JST,,,
571022732,JP1_571022732,,Taliyah,定风波#520,Challenger,5,0,5,3,7,7325,16.5,2026-03-16 17:48 JST,,,
571037087,JP1_571037087,,Viego,CTRLME#77777,Challenger,18,1,7,48,36,18087,16.5,2026-03-16 19:24 JST,,,
571037535,JP1_571037535,,Viego,大小姐驾到#Molly,Challenger,17,1,3,19,20,15903,16.5,2026-03-16 19:31 JST,,,
571062730,JP1_571062730,,Nidalee,BC EL#JP1,Challenger,16,1,12,51,59,19632,16.5,2026-03-16 21:32 JST,,,
571087919,JP1_571087919,2026-03-17 01:15,LeeSin,May#0823,Challenger,13,0,11,24,31,12775,16.5,2026-03-16 23:03 JST,986,[JP Challenger JG] LeeSin 13-0-11 - May#0823.mp4,https://www.youtube.com/watch?v=JxCoTmunfn8
571140576,JP1_571140576,2026-03-18 01:27,Kayn,ShadowIsles0#JP1,Challenger,8,1,3,53,23,16808,16.5,2026-03-17 04:45 JST,1298,[JP Challenger JG] Kayn 8-1-3 - ShadowIsles0#JP1.mp4,https://www.youtube.com/watch?v=yUiMIl72L_E
571142245,JP1_571142245,2026-03-18 01:56,LeeSin,BC EL#JP1,Challenger,18,2,8,64,43,19041,16.5,2026-03-17 05:16 JST,1260,[JP Challenger JG] LeeSin 18-2-8 - BC EL#JP1.mp4,https://www.youtube.com/watch?v=figWYyfxpBg
571157755,JP1_571157755,2026-03-18 02:29,Nidalee,定风波#520,Challenger,13,7,9,31,40,16269,16.5,2026-03-17 11:14 JST,1419,[JP Challenger JG] Nidalee 13-7-9 - 定风波#520.mp4,https://www.youtube.com/watch?v=bYUXpUxepgg
571168368,JP1_571168368,2026-03-18 02:50,Hecarim,本間心鈴#美しい虚無,Challenger,8,4,5,11,19,9933,16.5,2026-03-17 13:13 JST,895,[JP Challenger JG] Hecarim 8-4-5 - 本間心鈴#美しい虚無.mp4,https://www.youtube.com/watch?v=UH_PGS02DTo
571171084,JP1_571171084,2026-03-18 03:10,LeeSin,May#0823,Challenger,9,1,6,3,25,9170,16.5,2026-03-17 13:40 JST,856,[JP Challenger JG] LeeSin 9-1-6 - May#0823.mp4,https://www.youtube.com/watch?v=0hjMeC7o9B4
571177150,JP1_571177150,,JarvanIV,ONCE#JP1,Challenger,7,0,8,35,25,9720,16.5,2026-03-17 14:41 JST,,,
571186995,JP1_571186995,,Zaahen,ねすてぃー#7777,Challenger,12,1,16,30,27,16353,16.5,2026-03-17 16:23 JST,,,
571192606,JP1_571192606,,Nidalee,大小姐驾到#Molly,Challenger,18,3,15,41,34,19518,16.5,2026-03-17 17:04 JST,,,
571223684,JP1_571223684,,Zaahen,ねすてぃー#7474,Challenger,7,3,12,15,29,13592,16.5,2026-03-17 20:43 JST,,,
571254682,JP1_571254682,,Nidalee,CTRLME#77777,Challenger,3,1,12,28,30,12483,16.5,2026-03-17 22:41 JST,,,
571355330,JP1_571355330,2026-03-19 05:38,Talon,BC EL#JP1,Challenger,5,1,2,3,25,9333,16.6,2026-03-18 15:17 JST,903,[JP Challenger JG] Talon 5-1-2 - BC EL#JP1.mp4,
571364393,JP1_571364393,2026-03-19 05:17,JarvanIV,ONCE#JP1,Challenger,12,5,17,34,37,16703,16.6,2026-03-18 16:26 JST,1210,[JP Challenger JG] JarvanIV 12-5-17 - ONCE#JP1.mp4,https://www.youtube.com/watch?v=rO0TaxMb5HU
571370344,JP1_571370344,2026-03-19 04:49,Sylas,May#0823,Challenger,10,1,3,7,13,9320,16.6,2026-03-18 17:08 JST,682,[JP Challenger JG] Sylas 10-1-3 - May#0823.mp4,https://www.youtube.com/watch?v=589IZcLuqnw
571385533,JP1_571385533,2026-03-19 04:33,Viego,白鶴仙童#MYZZ,Challenger,11,1,4,11,25,11114,16.6,2026-03-18 18:44 JST,827,[JP Challenger JG] Viego 11-1-4 - 白鶴仙童#MYZZ.mp4,https://www.youtube.com/watch?v=KJFFs05IzNg
571420012,JP1_571420012,2026-03-19 04:14,Karthus,CTRLME#77777,Challenger,11,0,4,9,14,9713,16.6,2026-03-18 21:23 JST,682,[JP Challenger JG] Karthus 11-0-4 - CTRLME#77777.mp4,https://www.youtube.com/watch?v=of2HKi3PO6o
571458653,JP1_571458653,2026-03-19 03:57,Zaahen,Dopaminw#OUI,Challenger,13,5,11,52,37,18890,16.6,2026-03-18 23:34 JST,1738,[JP Challenger JG] Zaahen 13-5-11 - Dopaminw#OUI.mp4,https://www.youtube.com/watch?v=J9wfGcOBk0o
571483502,JP1_571483502,2026-03-19 03:17,LeeSin,いい夢見てね#おやすみ,Challenger,14,1,6,22,41,14713,16.6,2026-03-19 01:10 JST,1147,[JP Challenger JG] LeeSin 14-1-6 - いい夢見てね#おやすみ.mp4,https://www.youtube.com/watch?v=tL5AFgRuPnI
571511805,JP1_571511805,2026-03-20 09:51,Graves,senzawa#JP1,Challenger,9,1,3,44,30,14576,16.6,2026-03-19 05:50 JST,1050,[JP Challenger JG] Graves 9-1-3 - senzawa#JP1.mp4,https://www.youtube.com/watch?v=39utBVyZdQo
571538092,JP1_571538092,2026-03-20 09:26,Zaahen,Dopaminw#OUI,Challenger,4,0,3,3,17,6813,16.6,2026-03-19 12:55 JST,697,[JP Challenger JG] Zaahen 4-0-3 - Dopaminw#OUI.mp4,https://www.youtube.com/watch?v=a8yvAkKLC8w
571545900,JP1_571545900,2026-03-20 09:10,Taliyah,定风波#520,Challenger,14,5,8,30,31,16259,16.6,2026-03-19 14:36 JST,1475,[JP Challenger JG] Taliyah 14-5-8 - 定风波#520.mp4,https://www.youtube.com/watch?v=e1Sh3GAx37Y
571549870,JP1_571549870,2026-03-20 08:35,Ambessa,いい夢見てね#おやすみ,Challenger,10,0,7,26,37,15727,16.6,2026-03-19 15:08 JST,1287,[JP Challenger JG] Ambessa 10-0-7 - いい夢見てね#おやすみ.mp4,
571561968,JP1_571561968,2026-03-20 08:05,Nidalee,BC EL#JP1,Challenger,15,3,14,27,30,16476,16.6,2026-03-19 16:42 JST,1170,[JP Challenger JG] Nidalee 15-3-14 - BC EL#JP1.mp4,
571569851,JP1_571569851,2026-03-20 07:38,Graves,Father of china#2302,Challenger,17,2,10,119,68,25079,16.6,2026-03-19 17:37 JST,1699,[JP Challenger JG] Graves 17-2-10 - Father of china#2302.mp4,
571574059,JP1_571574059,2026-03-20 06:59,JarvanIV,ONCE#JP1,Challenger,7,1,10,27,34,11633,16.6,2026-03-19 17:52 JST,958,[JP Challenger JG] JarvanIV 7-1-10 - ONCE#JP1.mp4,
571603544,JP1_571603544,2026-03-20 06:37,XinZhao,Chisa#1130,Challenger,7,0,14,22,36,13872,16.6,2026-03-19 21:01 JST,1190,[JP Challenger JG] XinZhao 7-0-14 - Chisa#1130.mp4,https://www.youtube.com/watch?v=HcIrEYucxmk
571620777,JP1_571620777,2026-03-20 06:09,Khazix,Badao1102c#2302,Challenger,10,3,5,49,24,17645,16.6,2026-03-19 22:06 JST,1430,[JP Challenger JG] Khazix 10-3-5 - Badao1102c#2302.mp4,https://www.youtube.com/watch?v=3zBYmUfSK7k
571622559,JP1_571622559,2026-03-20 05:36,Jayce,May#0823,Challenger,11,2,11,43,79,19364,16.6,2026-03-19 22:09 JST,1670,[JP Challenger JG] Jayce 11-2-11 - May#0823.mp4,https://www.youtube.com/watch?v=agOIsgQFT2o
571628830,JP1_571628830,2026-03-20 04:57,Graves,ジェンジーグローバルアカデミー#Foe,Challenger,17,2,6,45,19,17750,16.6,2026-03-19 22:32 JST,1087,[JP Challenger JG] Graves 17-2-6 - ジェンジーグローバルアカデミー#Foe.mp4,https://www.youtube.com/watch?v=d6UU2j6A4fs
571663116,JP1_571663116,2026-03-20 04:32,Viego,CTRLME#77777,Challenger,8,1,3,14,15,9679,16.6,2026-03-20 00:30 JST,699,[JP Challenger JG] Viego 8-1-3 - CTRLME#77777.mp4,https://www.youtube.com/watch?v=ehMmt4k8eC4
571667876,JP1_571667876,2026-03-20 04:15,Nidalee,Ankochan#20y,Challenger,8,1,2,9,11,8257,16.6,2026-03-20 00:54 JST,682,[JP Challenger JG] Nidalee 8-1-2 - Ankochan#20y.mp4,https://www.youtube.com/watch?v=C97iP9oZpa0
571721719,JP1_571721719,2026-03-21 15:04,Nidalee,BC EL#JP1,Challenger,16,0,13,36,39,15995,16.6,2026-03-20 10:19 JST,1146,[JP Challenger JG] Nidalee 16-0-13 - BC EL#JP1.mp4,
571729112,JP1_571729112,2026-03-21 14:37,JarvanIV,ONCE#JP1,Challenger,8,2,11,19,21,13132,16.6,2026-03-20 11:34 JST,1051,[JP Challenger JG] JarvanIV 8-2-11 - ONCE#JP1.mp4,
571744755,JP1_571744755,2026-03-21 14:12,Khazix,Father of china#2302,Challenger,8,5,6,20,38,15925,16.6,2026-03-20 13:59 JST,1262,[JP Challenger JG] Khazix 8-5-6 - Father of china#2302.mp4,
571763378,JP1_571763378,2026-03-21 13:43,Karthus,senzawa#JP1,Challenger,17,9,14,20,23,18200,16.6,2026-03-20 15:43 JST,1492,[JP Challenger JG] Karthus 17-9-14 - senzawa#JP1.mp4,
571767999,JP1_571767999,2026-03-21 13:08,Nidalee,定风波#520,Challenger,13,1,10,20,25,15752,16.6,2026-03-20 16:18 JST,1279,[JP Challenger JG] Nidalee 13-1-10 - 定风波#520.mp4,
571782250,JP1_571782250,2026-03-21 12:39,Nocturne,Ankochan#20y,Challenger,8,1,8,16,26,12014,16.6,2026-03-20 17:27 JST,1007,[JP Challenger JG] Nocturne 8-1-8 - Ankochan#20y.mp4,
571792814,JP1_571792814,2026-03-21 12:15,LeeSin,May#0823,Challenger,4,0,2,2,19,6911,16.6,2026-03-20 18:37 JST,684,[JP Challenger JG] LeeSin 4-0-2 - May#0823.mp4,
571833750,JP1_571833750,2026-03-21 11:59,Zyra,くるみかん#123,Challenger,7,4,19,14,58,16147,16.6,2026-03-20 21:51 JST,1361,[JP Challenger JG] Zyra 7-4-19 - くるみかん#123.mp4,https://www.youtube.com/watch?v=2lwxwsHhfI4
571880316,JP1_571880316,2026-03-21 11:27,Rengar,Badao1102c#2302,Challenger,15,1,8,30,17,14438,16.6,2026-03-21 00:32 JST,1015,[JP Challenger JG] Rengar 15-1-8 - Badao1102c#2302.mp4,https://www.youtube.com/watch?v=ZpAUIy4L044
571887047,JP1_571887047,2026-03-21 11:04,Ambessa,白鶴仙童#MYZZ,Challenger,8,2,9,12,23,14498,16.6,2026-03-21 00:57 JST,1215,[JP Challenger JG] Ambessa 8-2-9 - 白鶴仙童#MYZZ.mp4,https://www.youtube.com/watch?v=bu04uZFlEb4
571899689,JP1_571899689,2026-03-21 10:35,XinZhao,Fa J#6115,Challenger,11,3,11,24,49,17339,16.6,2026-03-21 02:04 JST,1477,[JP Challenger JG] XinZhao 11-3-11 - Fa J#6115.mp4,https://www.youtube.com/watch?v=3OpccyPlkAo
571904547,JP1_571904547,2026-03-21 10:01,LeeSin,Chisa#1130,Challenger,8,3,14,38,50,15897,16.6,2026-03-21 02:32 JST,1463,[JP Challenger JG] LeeSin 8-3-14 - Chisa#1130.mp4,https://www.youtube.com/watch?v=E2H2DSctGFk
571921180,JP1_571921180,2026-03-21 09:27,Ambessa,いい夢見てね#おやすみ,Challenger,11,1,9,34,27,14584,16.6,2026-03-21 05:21 JST,983,[JP Challenger JG] Ambessa 11-1-9 - いい夢見てね#おやすみ.mp4,https://www.youtube.com/watch?v=kilj2HMsRk0
572302094,JP1_572302094,2026-03-24 06:06,Zed,Schwarz#neko,Challenger,17,5,7,29,30,17839,16.6,2026-03-22 23:34 JST,1327,[JP Challenger JG] Zed 17-5-7 - Schwarz#neko.mp4,
572322796,JP1_572322796,2026-03-24 05:35,Khazix,sigyn#1905,Challenger,5,1,5,4,14,6847,16.6,2026-03-23 01:10 JST,696,[JP Challenger JG] Khazix 5-1-5 - sigyn#1905.mp4,
572331339,JP1_572331339,2026-03-24 05:19,Talon,BC EL#JP1,Challenger,7,1,11,27,54,17518,16.6,2026-03-23 01:59 JST,1312,[JP Challenger JG] Talon 7-1-11 - BC EL#JP1.mp4,
572347566,JP1_572347566,2026-03-24 04:48,Zaahen,ねすてぃー#7474,Challenger,6,0,1,15,19,7801,16.6,2026-03-23 05:36 JST,689,[JP Challenger JG] Zaahen 6-0-1 - ねすてぃー#7474.mp4,
