game_id,match_id,champion,player,kills,deaths,assists,cs,vision,gold,patch,game_date,age_hours
570966473,JP1_570966473,FiddleSticks,hedonistic#JP1,9,0,8,22,76,12109,16.5,2026-03-16 04:22 JST,20.4
570978229,JP1_570978229,Karthus,senzawa#JP1,12,3,11,37,31,17752,16.5,2026-03-16 08:58 JST,15.8
570994130,JP1_570994130,Graves,ONCE#JP1,9,1,8,24,18,10475,16.5,2026-03-16 13:00 JST,11.8
570993816,JP1_570993816,Kayn,ShadowIsles0#JP1,14,4,8,29,36,20447,16.5,2026-03-16 13:21 JST,11.4
571002819,JP1_571002819,Viego,ねすてぃー#7474,7,2,4,11,24,8953,16.5,2026-03-16 15:00 JST,9.8
571022732,JP1_571022732,Taliyah,定风波#520,5,0,5,3,7,7325,16.5,2026-03-16 17:48 JST,7.0
571037087,JP1_571037087,Viego,CTRLME#77777,18,1,7,48,36,18087,16.5,2026-03-16 19:24 JST,5.4
571037535,JP1_571037535,Viego,大小姐驾到#Molly,17,1,3,19,20,15903,16.5,2026-03-16 19:31 JST,5.3
571062730,JP1_571062730,Nidalee,BC EL#JP1,16,1,12,51,59,19632,16.5,2026-03-16 21:32 JST,3.3
571087919,JP1_571087919,LeeSin,May#0823,13,0,11,24,31,12775,16.5,2026-03-16 23:03 JST,1.7
