game_id,match_id,champion,player,kills,deaths,assists,cs,vision,gold,patch,game_date,age_hours
570564941,JP1_570564941,Rengar,Badao1102c#2302,15,3,6,30,22,16665,16.5,2026-03-14 11:35 JST,16.4
570573152,JP1_570573152,Taliyah,定风波#520,10,5,12,35,43,14401,16.5,2026-03-14 12:40 JST,15.3
570586381,JP1_570586381,LeeSin,May#0823,8,5,17,18,42,14105,16.5,2026-03-14 14:20 JST,13.7
570605461,JP1_570605461,Viego,豊川祥子ノ超超超超時空裁決喵#惹啊啊啊啊,11,2,3,32,25,13837,16.5,2026-03-14 16:19 JST,11.7
570609917,JP1_570609917,Viego,白鶴仙童#MYZZ,20,8,8,35,50,24700,16.5,2026-03-14 16:43 JST,11.3
570612823,JP1_570612823,Lillia,BC EL#JP1,13,0,10,42,33,14330,16.5,2026-03-14 16:57 JST,11.0
570620343,JP1_570620343,Briar,loselinelosegame#999,11,0,9,23,27,15973,16.5,2026-03-14 17:38 JST,10.4
570649433,JP1_570649433,Hecarim,本間心鈴#美しい虚無,8,1,6,13,15,8295,16.5,2026-03-14 20:18 JST,7.7
570687165,JP1_570687165,Gwen,CTRLME#77777,8,3,12,32,37,16113,16.5,2026-03-14 22:49 JST,5.2
570695268,JP1_570695268,Sylas,ShadowIsles0#JP1,13,2,13,18,19,14553,16.5,2026-03-14 23:19 JST,4.7
570744197,JP1_570744197,Graves,Ankochan#20y,10,4,4,67,27,15795,16.5,2026-03-15 02:41 JST,1.3
570745530,JP1_570745530,FiddleSticks,大小姐驾到#Molly,7,2,18,19,51,12883,16.5,2026-03-15 02:49 JST,1.2
570747191,JP1_570747191,LeeSin,Minato aqua#ski,10,3,11,13,36,13666,16.5,2026-03-15 03:01 JST,1.0
