rank,tier,player,role,lp,wins,losses,win_rate
64,Grandmaster,PiiP#7044,MID,1204,116,91,56.0%
65,Grandmaster,RM stan account#EUW,MID,1203,148,109,57.6%
66,Grandmaster,びょんしんゲーミング#びょんしん,TOP,1201,80,60,57.1%
67,Grandmaster,JP ONANI KING#onani,MID,1171,100,72,58.1%
68,Grandmaster,意味不明#0119,ADC,1161,98,61,61.6%
69,Grandmaster,TNC Too#Kaisa,JUNGLE,1155,152,136,52.8%
70,Grandmaster,我纵茕茕孑立 难避漫漫长夜#gg wp,JUNGLE,1139,169,148,53.3%
71,Grandmaster,リーグオブハゲ#JP1,ADC,1136,70,46,60.3%
72,Grandmaster,ShoeBlLL#tw2,MID,1135,114,77,59.7%
73,Grandmaster,namazun#JP1,ADC,1133,119,97,55.1%
74,Grandmaster,Sanzen#八面玲瓏,MID,1129,159,134,54.3%
75,Grandmaster,sigyn#1905,JUNGLE,1124,247,218,53.1%
76,Grandmaster,ユーハイ#045,ADC,1123,225,150,60.0%
77,Grandmaster,Yuhi#045,ADC,1122,180,176,50.6%
78,Grandmaster,jisyoku#2864,ADC,1121,195,189,50.8%
79,Grandmaster,,TOP,1121,155,138,52.9%
80,Grandmaster,,SUP,1116,114,82,58.2%
81,Grandmaster,,MID,1115,188,138,57.7%
82,Grandmaster,,MID,1114,96,61,61.1%
83,Grandmaster,,JUNGLE,1112,291,272,51.7%
84,Grandmaster,,TOP,1107,248,214,53.7%
85,Grandmaster,,MID,1107,149,114,56.7%
86,Grandmaster,,ADC,1107,129,114,53.1%
87,Grandmaster,,ADC,1102,313,267,54.0%
88,Grandmaster,,ADC,1096,214,196,52.2%
89,Grandmaster,,SUP,1093,145,117,55.3%
90,Grandmaster,,JUNGLE,1089,224,177,55.9%
91,Grandmaster,,ADC,1089,98,76,56.3%
92,Grandmaster,,SUP,1083,88,18,83.0%
93,Grandmaster,,JUNGLE,1082,193,157,55.1%
94,Grandmaster,,MID,1080,124,105,54.1%
95,Grandmaster,,ADC,1070,227,224,50.3%
96,Grandmaster,,ADC,1066,107,26,80.5%
97,Grandmaster,,JUNGLE,1058,242,211,53.4%
98,Grandmaster,,JUNGLE,1053,108,41,72.5%
99,Grandmaster,,MID,1047,109,96,53.2%
100,Grandmaster,,SUP,1046,125,101,55.3%
101,Grandmaster,,TOP,1041,79,68,53.7%
102,Grandmaster,,,1039,127,69,64.8%
103,Grandmaster,,JUNGLE,1036,219,198,52.5%
104,Grandmaster,,SUP,1036,88,75,54.0%
105,Grandmaster,,JUNGLE,1030,194,190,50.5%
106,Grandmaster,,ADC,1026,226,239,48.6%
107,Grandmaster,,SUP,1026,197,187,51.3%
108,Grandmaster,,,1022,267,250,51.6%
109,Grandmaster,,SUP,1020,128,113,53.1%
110,Grandmaster,,,1012,195,174,52.8%
111,Grandmaster,,JUNGLE,1011,97,34,74.0%
112,Grandmaster,,TOP,1010,77,54,58.8%
113,Grandmaster,,JUNGLE,1006,168,156,51.9%
114,Grandmaster,,JUNGLE,1004,201,181,52.6%
115,Grandmaster,,,1004,104,72,59.1%
116,Grandmaster,,SUP,1000,131,114,53.5%
117,Grandmaster,,,994,203,190,51.7%
118,Grandmaster,,MID,991,234,223,51.2%
119,Grandmaster,,MID,990,94,87,51.9%
120,Grandmaster,,SUP,986,79,58,57.7%
121,Grandmaster,,JUNGLE,985,184,154,54.4%
122,Grandmaster,,,983,83,55,60.1%
123,Grandmaster,,,982,68,44,60.7%
124,Grandmaster,,ADC,975,76,70,52.1%
125,Grandmaster,,MID,975,63,31,67.0%
126,Grandmaster,,,974,111,90,55.2%
127,Grandmaster,スナギモ#JP1,,972,113,91,55.4%
128,Grandmaster,CG Qoo#JP1,JUNGLE,970,83,59,58.5%
129,Grandmaster,ぎょねこ#魚猫9,,968,255,254,50.1%
130,Grandmaster,ゴマ油#KRA,,967,172,119,59.1%
131,Grandmaster,loselinelosegame#999,JUNGLE,967,114,100,53.3%
132,Grandmaster,shottaka#JP1,TOP,964,150,142,51.4%
133,Grandmaster,PiNK#IDT,,963,80,59,57.6%
134,Grandmaster,真贋相愛#じゅんあい,MID,959,393,384,50.6%
135,Grandmaster,kokekokeshi#JP2,,954,245,245,50.0%
136,Grandmaster,SPEED KING#すぴきん,,953,167,120,58.2%
137,Grandmaster,青春禁止#JP1,JUNGLE,952,72,51,58.5%
138,Grandmaster,尾中板井#JP1,SUP,951,145,117,55.3%
139,Grandmaster,Hide on spi#spi,MID,950,156,129,54.7%
140,Grandmaster,hetel#JP1,SUP,950,109,89,55.1%
141,Grandmaster,豊川祥子ノ超超超超時空裁決喵#惹啊啊啊啊,ADC,948,144,135,51.6%
142,Grandmaster,Never Negative#黒みかん,,946,186,158,54.1%
143,Grandmaster,Blender#Blend,,945,196,198,49.7%
144,Grandmaster,Milan#bb6,ADC,943,216,187,53.6%
145,Grandmaster,Caffe#oxo,ADC,939,81,54,60.0%
146,Grandmaster,弱まる嵐#plz,,935,323,287,53.0%
147,Grandmaster,本間心鈴#美しい虚無,JUNGLE,930,107,85,55.7%
148,Grandmaster,ヤップヤップ#cn1,,929,75,30,71.4%
149,Grandmaster,石谷盛武#1234,,874,179,165,52.0%
150,Grandmaster,DDDDD#EEEEE,,50,118,61,65.9%
