rank,tier,player,role,lp,wins,losses,win_rate
48,Challenger,jpMVzC#1582,UNKNOWN,1023,142,76,65.1%
49,Challenger,大小姐驾到#Molly,JUNGLE,1022,119,67,64.0%
50,Challenger,すやひめ#15ff,UNKNOWN,1021,81,64,55.9%
51,Grandmaster,Ankochan#20y,TOP,1021,87,66,56.9%
52,Grandmaster,豊川祥子ノ超超超超時空裁決喵#惹啊啊啊啊,JUNGLE,1019,130,106,55.1%
53,Grandmaster,ねすてぃー#7777,UNKNOWN,1018,98,70,58.3%
54,Grandmaster,鳥劇場浅草橋店#umai,ADC,1016,84,64,56.8%
55,Grandmaster,しゅんた1106#JP1,UNKNOWN,1013,143,142,50.2%
56,Grandmaster,namazun#JP1,UNKNOWN,1011,78,50,60.9%
57,Grandmaster,Father of china#2302,UNKNOWN,1008,110,96,53.4%
58,Grandmaster,Yuhi#045,UNKNOWN,997,107,87,55.2%
59,Grandmaster,aspire#JINBU,UNKNOWN,988,113,90,55.7%
60,Grandmaster,hetel#JP1,UNKNOWN,975,95,64,59.7%
61,Grandmaster,NMIXX#RANK1,ADC,974,102,78,56.7%
62,Grandmaster,君を抱く希望の星#JP1,TOP,962,124,84,59.6%
63,Grandmaster,セレニティ#JP2,SUP,948,108,87,55.4%
64,Grandmaster,純 愛#1124,ADC,945,113,96,54.1%
65,Grandmaster,773#ナナミ,JUNGLE,941,57,25,69.5%
66,Grandmaster,PiiP#7044,ADC,940,81,65,55.5%
67,Grandmaster,ONCE#JP1,JUNGLE,934,112,70,61.5%
68,Grandmaster,Tele#JP1,UNKNOWN,933,156,123,55.9%
69,Grandmaster,poppyking#1212,TOP,932,60,38,61.2%
70,Grandmaster,ShoeBlLL#tw2,MID,929,93,58,61.6%
71,Grandmaster,ねすてぃー#7474,JUNGLE,927,180,163,52.5%
72,Grandmaster,raku#1205,ADC,922,103,79,56.6%
73,Grandmaster,I Am AtomiK#シャドウ,UNKNOWN,921,212,202,51.2%
74,Grandmaster,GOD of 笹村#ONZED,MID,917,75,53,58.6%
75,Grandmaster,ブラキオサウルス#dino,TOP,913,110,81,57.6%
76,Grandmaster,Say less#fearr,MID,907,92,85,52.0%
77,Grandmaster,hourousummer#325,ADC,899,94,76,55.3%
78,Grandmaster,sYuuus#JP1,TOP,896,108,88,55.1%
79,Grandmaster,May#0823,MID,882,75,72,51.0%
80,Grandmaster,4399赛尔号#奥特曼,JUNGLE,880,132,117,53.0%
81,Grandmaster,Wsavh#JP1,JUNGLE,870,59,35,62.8%
82,Grandmaster,BC EL#JP1,JUNGLE,865,69,44,61.1%
83,Grandmaster,我要验牌#十JQKA,JUNGLE,864,355,310,53.4%
84,Grandmaster,suzukamui#jp2,SUP,861,64,44,59.3%
85,Grandmaster,,SUP,860,85,66,56.3%
86,Grandmaster,,SUP,854,253,248,50.5%
87,Grandmaster,,UNKNOWN,852,152,123,55.3%
88,Grandmaster,,JUNGLE,848,151,122,55.3%
89,Grandmaster,,UNKNOWN,842,197,168,54.0%
90,Grandmaster,,SUP,836,81,49,62.3%
91,Grandmaster,,UNKNOWN,826,105,88,54.4%
92,Grandmaster,,ADC,820,59,32,64.8%
93,Grandmaster,,MID,819,105,79,57.1%
94,Grandmaster,,TOP,817,215,194,52.6%
95,Grandmaster,,ADC,817,161,127,55.9%
96,Grandmaster,,JUNGLE,815,74,58,56.1%
97,Grandmaster,,MID,809,63,43,59.4%
98,Grandmaster,,JUNGLE,808,79,58,57.7%
99,Grandmaster,,TOP,807,102,79,56.4%
100,Grandmaster,,ADC,803,69,43,61.6%
101,Grandmaster,,TOP,800,192,160,54.5%
102,Grandmaster,,,799,151,136,52.6%
103,Grandmaster,,,796,312,306,50.5%
104,Grandmaster,,,791,217,183,54.2%
105,Grandmaster,,TOP,786,122,67,64.6%
106,Grandmaster,,,786,101,81,55.5%
107,Grandmaster,,,784,91,77,54.2%
108,Grandmaster,,,784,75,53,58.6%
109,Grandmaster,,ADC,783,72,53,57.6%
110,Grandmaster,,TOP,781,130,113,53.5%
111,Grandmaster,,,781,82,60,57.7%
112,Grandmaster,,,777,77,57,57.5%
113,Grandmaster,,,775,86,78,52.4%
114,Grandmaster,,UNKNOWN,774,159,111,58.9%
115,Grandmaster,,,774,54,28,65.9%
116,Grandmaster,,SUP,768,147,136,51.9%
117,Grandmaster,,,764,126,107,54.1%
118,Grandmaster,,,761,226,211,51.7%
119,Grandmaster,,JUNGLE,760,187,142,56.8%
120,Grandmaster,,,758,167,153,52.2%
121,Grandmaster,,,755,79,68,53.7%
122,Grandmaster,,,753,158,132,54.5%
123,Grandmaster,,,753,92,51,64.3%
124,Grandmaster,,,752,325,294,52.5%
125,Grandmaster,,,752,193,182,51.5%
126,Grandmaster,,,752,96,65,59.6%
127,Grandmaster,,,750,179,156,53.4%
128,Grandmaster,,,748,172,155,52.6%
129,Grandmaster,,,748,115,101,53.2%
130,Grandmaster,,MID,747,117,92,56.0%
131,Grandmaster,,,741,80,65,55.2%
132,Grandmaster,1vsAll#日新又日新,,738,54,39,58.1%
133,Grandmaster,Liam Gallagher#0812,,736,117,106,52.5%
134,Grandmaster,sucuranbul#magus,,736,98,91,51.9%
135,Grandmaster,gaman#7897,,735,112,106,51.4%
136,Grandmaster,jisyoku#2864,,733,133,128,51.0%
137,Grandmaster,ShadowIsles0#JP1,,727,172,159,52.0%
138,Grandmaster,フェルン#魔法師,,723,95,82,53.7%
139,Grandmaster,Minato aqua#ski,,722,79,20,79.8%
140,Grandmaster,ShaZam#0059,,722,72,56,56.2%
141,Grandmaster,KillerCat#Killa,,721,117,99,54.2%
142,Grandmaster,IM HAPPY#ガーン,,721,90,83,52.0%
143,Grandmaster,十 DEMON TIME 十#end,,720,88,74,54.3%
144,Grandmaster,CaptainTheGold#JP1,,719,107,102,51.2%
145,Grandmaster,丘 丘#BDTH,,718,117,123,48.8%
146,Grandmaster,네모네모#네모네모,,716,69,59,53.9%
147,Grandmaster,ScriniK#JP1,SUP,712,160,141,53.2%
148,Grandmaster,うつ病#悦宝悦宝,,712,75,65,53.6%
149,Grandmaster,coivd#zGNoR,MID,708,63,36,63.6%
150,Grandmaster,あんま自分を責めんな俺がいるけん#ran,,707,118,109,52.0%
