rank,tier,player,role,lp,wins,losses,win_rate
103,Grandmaster,Liam Gallagher#0812,TOP,992,142,127,52.8%
104,Grandmaster,尾中板井#JP1,SUP,990,131,101,56.5%
105,Grandmaster,ShoeBiLL#TTV2,MID,975,62,30,67.4%
106,Grandmaster,豊川祥子ノ超超超超時空裁決喵#惹啊啊啊啊,ADC,968,142,130,52.2%
107,Grandmaster,ぎょねこ#魚猫9,,960,232,225,50.8%
108,Grandmaster,標的ヲ背ニシタ恋人たち#雪国小魔女,MID,952,224,212,51.4%
109,Grandmaster,黒服c#txy,MID,945,142,122,53.8%
110,Grandmaster,GOD of 笹村#ONZED,MID,944,103,92,52.8%
111,Grandmaster,tesla#iku,,938,81,14,85.3%
112,Grandmaster,Anh yêu em#vnadc,ADC,938,72,67,51.8%
113,Grandmaster,裏八寸#JP2,SUP,935,192,186,50.8%
114,Grandmaster,ネテロ#百式観音,,934,189,142,57.1%
115,Grandmaster,房产手机网卡加好友#888,MID,933,264,267,49.7%
116,Grandmaster,くむお#JP1,,931,198,187,51.4%
117,Grandmaster,本間心鈴#美しい虚無,JUNGLE,930,107,85,55.7%
118,Grandmaster,ωNαNαω#404ad,ADC,927,116,108,51.8%
119,Grandmaster,shottaka#JP1,TOP,919,120,113,51.5%
120,Grandmaster,ヤップヤップ#cn1,,917,72,27,72.7%
121,Grandmaster,Stellary#1122,,914,76,50,60.3%
122,Grandmaster,Jasper7se#CR1,,910,176,159,52.5%
123,Grandmaster,貴方を不幸に誘いますね#ちょうだい,,909,87,48,64.4%
124,Grandmaster,アカネ#JP7,,907,66,39,62.9%
125,Grandmaster,لا جدوى من ترجمت#0000,,901,77,59,56.6%
126,Grandmaster,Milan#bb6,ADC,900,206,176,53.9%
127,Grandmaster,PiNK#IDT,,900,75,55,57.7%
128,Grandmaster,Minato aqua#ski,MID,899,100,36,73.5%
129,Grandmaster,Charley#rakan,,895,70,59,54.3%
130,Grandmaster,suzukamui#jp2,SUP,892,74,56,56.9%
131,Grandmaster,Phong Shelby#PSB,,888,282,240,54.0%
132,Grandmaster,私の恋はホッチキス#また明日,MID,887,86,82,51.2%
133,Grandmaster,永遠の愛#青いバラ,,887,72,41,63.7%
134,Grandmaster,loselinelosegame#999,JUNGLE,882,110,99,52.6%
135,Grandmaster,Ellin#0000,,877,103,84,55.1%
136,Grandmaster,gaman#7897,JUNGLE,872,173,173,50.0%
137,Grandmaster,あんま自分を責めんな俺がいるけん#ran,,872,151,145,51.0%
138,Grandmaster,エッチポップ#JP1,,872,111,91,55.0%
139,Grandmaster,OTVA#jp2,,869,144,117,55.2%
140,Grandmaster,SPEED KING#すぴきん,,867,159,112,58.7%
141,Grandmaster,i aint depressed#112,,863,233,223,51.1%
142,Grandmaster,NickelHeart#JP1,,861,207,190,52.1%
143,Grandmaster,LUNA ALBA LI XV#ALBUS,,859,136,119,53.3%
144,Grandmaster,Ayezen#JP1,,859,117,100,53.9%
145,Grandmaster,IM HAPPY#ガーン,,858,99,88,52.9%
146,Grandmaster,ヴァスタヤのパスタ屋#チキン屋,MID,856,96,79,54.9%
147,Grandmaster,Terann#최기명팬,,855,107,101,51.4%
148,Grandmaster,大小姐驾到#Molly,JUNGLE,851,134,92,59.3%
149,Grandmaster,wataneko#JP1,,851,130,117,52.6%
150,Grandmaster,しゅわしゅわmid#JP1,,832,94,88,51.6%
