rank,tier,player,role,lp,wins,losses,win_rate
1,Challenger,AKALIKING#本体はゼド,MID,2013,130,83,61.0%
2,Challenger,senzawa#JP1,JUNGLE,1905,162,114,58.7%
3,Challenger,May#0823,JUNGLE,1813,257,237,52.0%
4,Challenger,さくら#9090,MID,1813,208,161,56.4%
5,Challenger,sign#520am,SUP,1795,210,132,61.4%
6,Challenger,いい夢見てね#おやすみ,JUNGLE,1790,159,72,68.8%
7,Challenger,jisoo#bp777,ADC,1779,160,93,63.2%
8,Challenger,jpMVzC#1582,SUP,1682,198,111,64.1%
9,Challenger,鉄砲玉#JP1,TOP,1675,187,148,55.8%
10,Challenger,天才剑修#巧克力,SUP,1672,160,108,59.7%
11,Challenger,GukBo#2004,MID,1634,139,53,72.4%
12,Challenger,學無止境#Only,MID,1601,124,65,65.6%
13,Challenger,Mokurooo#NKG,ADC,1594,132,91,59.2%
14,Challenger,BC EL#JP1,JUNGLE,1583,126,80,61.2%
15,Challenger,Chisa#1130,JUNGLE,1510,103,47,68.7%
16,Challenger,伏魔御廚子#Gimi,ADC,1505,170,100,63.0%
17,Challenger,黄色のヨッシー#JP1,TOP,1500,172,142,54.8%
18,Challenger,白鶴仙童#MYZZ,JUNGLE,1484,190,117,61.9%
19,Challenger,グレイラースＹ#JP1,SUP,1470,348,332,51.2%
20,Challenger,Ankochan#20y,JUNGLE,1466,131,97,57.5%
21,Challenger,RuneFactoryが大好きね#BlauR,ADC,1457,153,103,59.8%
22,Challenger,,MID,1441,239,199,54.6%
23,Challenger,,SUP,1430,255,231,52.5%
24,Challenger,,TOP,1346,157,129,54.9%
25,Challenger,,TOP,1333,126,78,61.8%
26,Challenger,,TOP,1332,128,90,58.7%
27,Challenger,,JUNGLE,1304,157,114,57.9%
28,Challenger,,JUNGLE,1303,251,234,51.8%
29,Challenger,,ADC,1301,102,74,58.0%
30,Challenger,,SUP,1300,224,186,54.6%
31,Challenger,,SUP,1297,111,78,58.7%
32,Challenger,,TOP,1267,112,67,62.6%
33,Challenger,,JUNGLE,1266,238,201,54.2%
34,Challenger,,JUNGLE,1263,115,85,57.5%
35,Challenger,,ADC,1260,118,93,55.9%
36,Challenger,,MID,1254,170,118,59.0%
37,Challenger,,MID,1242,127,100,55.9%
38,Challenger,,JUNGLE,1233,85,40,68.0%
39,Challenger,,ADC,1232,202,153,56.9%
40,Challenger,,TOP,1223,205,130,61.2%
41,Challenger,,TOP,1221,99,65,60.4%
42,Challenger,,JUNGLE,1220,212,151,58.4%
43,Challenger,,JUNGLE,1220,90,60,60.0%
44,Grandmaster,,MID,1219,159,157,50.3%
45,Challenger,,ADC,1216,137,108,55.9%
46,Grandmaster,,MID,1216,228,190,54.5%
47,Challenger,,JUNGLE,1213,119,92,56.4%
48,Challenger,,JUNGLE,1207,104,82,55.9%
49,Challenger,,TOP,1207,72,46,61.0%
50,Challenger,,MID,1204,116,91,56.0%
51,Challenger,,ADC,1199,114,34,77.0%
52,Challenger,,TOP,1197,128,91,58.4%
53,Grandmaster,,MID,1183,195,202,49.1%
54,Grandmaster,,TOP,1179,88,59,59.9%
55,Grandmaster,,TOP,1164,243,205,54.2%
56,Grandmaster,,SUP,1159,110,81,57.6%
57,Grandmaster,,SUP,1157,120,91,56.9%
58,Grandmaster,,JUNGLE,1154,194,163,54.3%
59,Grandmaster,,ADC,1144,86,65,57.0%
60,Grandmaster,,SUP,1141,192,132,59.3%
61,Grandmaster,,MID,1137,143,101,58.6%
62,Grandmaster,,SUP,1135,109,81,57.4%
63,Grandmaster,,JUNGLE,1132,197,161,55.0%
64,Grandmaster,,MID,1128,96,60,61.5%
65,Grandmaster,,ADC,1123,225,150,60.0%
66,Grandmaster,,SUP,1123,164,98,62.6%
67,Grandmaster,,ADC,1117,201,191,51.3%
68,Grandmaster,,SUP,1116,114,82,58.2%
69,Grandmaster,,JUNGLE,1113,234,204,53.4%
70,Grandmaster,,JUNGLE,1109,200,202,49.8%
71,Grandmaster,,ADC,1103,121,99,55.0%
72,Grandmaster,必杀技#小凌宝,JUNGLE,1100,150,127,54.2%
73,Grandmaster,我要验牌#十JQKA,JUNGLE,1095,421,380,52.6%
74,Grandmaster,Yuhi#045,ADC,1087,160,155,50.8%
75,Grandmaster,hetel#JP1,SUP,1084,106,72,59.6%
76,Grandmaster,jisyoku#2864,ADC,1081,178,173,50.7%
77,Grandmaster,フェルン#魔法師,MID,1080,124,105,54.1%
78,Grandmaster,Pheonix#VG45,TOP,1079,107,63,62.9%
79,Grandmaster,負けない人生負けない気持ち#061i,ADC,1077,205,208,49.6%
80,Grandmaster,潔世一#Majin,ADC,1077,97,75,56.4%
81,Grandmaster,泳ぎたいたい焼き#JP1,SUP,1071,97,74,56.7%
82,Grandmaster,ねすてぃー#7474,JUNGLE,1068,205,194,51.4%
83,Grandmaster,namazun#JP1,ADC,1058,115,96,54.5%
84,Grandmaster,チェゴヤ#0202,MID,1055,175,122,58.9%
85,Grandmaster,ShoeBlLL#tw2,MID,1055,110,76,59.1%
86,Grandmaster,ShadowIsles0#JP1,SUP,1052,236,204,53.6%
87,Grandmaster,CTRLME#77777,JUNGLE,1048,184,150,55.1%
88,Grandmaster,ふぇにっち#2350,SUP,1047,142,115,55.3%
89,Grandmaster,JP ONANI KING#onani,MID,1039,94,70,57.3%
90,Grandmaster,定风波#520,JUNGLE,1036,219,198,52.5%
91,Grandmaster,1vsAll#日新又日新,TOP,1027,73,56,56.6%
92,Grandmaster,纯爱中单#Ekko,MID,1024,385,370,51.0%
93,Grandmaster,Schwarz#neko,JUNGLE,1023,220,186,54.2%
94,Grandmaster,夜の踊り子#SKNS,ADC,1020,106,26,80.3%
95,Grandmaster,TNC Too#Kaisa,JUNGLE,1018,138,126,52.3%
96,Grandmaster,セレニティ#JP2,SUP,1015,131,113,53.7%
97,Grandmaster,poppyking#1212,TOP,1012,76,52,59.4%
98,Grandmaster,ジェンジーグローバルアカデミー#Foe,JUNGLE,1011,97,34,74.0%
99,Grandmaster,rehcra#xxxx,ADC,1008,85,12,87.6%
100,Grandmaster,Hide on spi#spi,MID,1001,156,125,55.5%
101,Grandmaster,sYuuus#JP1,TOP,999,127,106,54.5%
102,Grandmaster,リーグオブハゲ#JP1,ADC,997,64,41,61.0%
