rank,tier,player,role,lp,wins,losses,win_rate
38,Challenger,Fa J#6115,JUNGLE,1083,78,35,69.0%
39,Challenger,定风波#520,JUNGLE,1080,210,178,54.1%
40,Challenger,always#inori,SUP,1077,106,79,57.3%
41,Challenger,鳥劇場浅草橋店#umai,ADC,1074,91,69,56.9%
42,Challenger,Hide on spi#spi,MID,1072,148,103,59.0%
43,Challenger,GraceEye#DMC神台,MID,1070,93,64,59.2%
44,Challenger,hetel#JP1,SUP,1065,102,67,60.4%
45,Challenger,必杀技#小凌宝,MID,1063,140,110,56.0%
46,Challenger,純 愛#1124,ADC,1063,119,97,55.1%
47,Challenger,I Am AtomiKSword#シャドウ,TOP,1057,202,143,58.6%
48,Challenger,ShadowIsles0#JP1,JUNGLE,1052,236,204,53.6%
49,Challenger,最后一次恶鬼缠身#1002,SUP,1051,160,94,63.0%
50,Challenger,Father of china#2302,JUNGLE,1047,115,100,53.5%
51,Grandmaster,ONCE#JP1,JUNGLE,1045,122,74,62.2%
52,Grandmaster,aspire#JINBU,MID,1043,116,91,56.0%
53,Grandmaster,セレニティ#JP2,SUP,1042,127,103,55.2%
54,Grandmaster,ブラキオサウルス#dino,TOP,1040,119,85,58.3%
55,Grandmaster,泳ぎたいたい焼き#JP1,SUP,1030,93,68,57.8%
56,Grandmaster,Philia#sama,SUP,1023,105,69,60.3%
57,Grandmaster,PiiP#7044,ADC,1022,102,79,56.4%
58,Grandmaster,ωNαNαω#404ad,ADC,1007,116,104,52.7%
59,Grandmaster,てぃんとん#1017,SUP,1007,110,82,57.3%
60,Grandmaster,Liam Gallagher#0812,TOP,994,131,109,54.6%
61,Grandmaster,Clinch#JP2,SUP,987,221,203,52.1%
62,Grandmaster,773#ナナミ,ADC,986,62,30,67.4%
63,Grandmaster,豊川祥子ノ超超超超時空裁決喵#惹啊啊啊啊,ADC,973,134,113,54.3%
64,Grandmaster,sYuuus#JP1,TOP,970,124,102,54.9%
65,Grandmaster,ShoeBlLL#tw2,MID,959,101,65,60.8%
66,Grandmaster,ふぇにっち#2350,SUP,956,138,112,55.2%
67,Grandmaster,Asuki#JP1,ADC,952,166,145,53.4%
68,Grandmaster,May#0823,JUNGLE,938,174,173,50.1%
69,Grandmaster,7 9#JP1,TOP,931,218,180,54.8%
70,Grandmaster,poppyking#1212,TOP,925,71,50,58.7%
71,Grandmaster,白雪ひな#JP16,MID,915,111,88,55.8%
72,Grandmaster,君を抱く希望の星#JP1,MID,914,129,91,58.6%
73,Grandmaster,標的ヲ背ニシタ恋人たち#雪国小魔女,MID,910,199,178,52.8%
74,Grandmaster,しゅんた1106#JP1,MID,908,175,181,49.2%
75,Grandmaster,Say less#fearr,MID,907,92,85,52.0%
76,Grandmaster,ねすてぃー#7474,JUNGLE,905,188,172,52.2%
77,Grandmaster,ShaZam#0059,SUP,905,87,63,58.0%
78,Grandmaster,本間心鈴#美しい虚無,JUNGLE,902,105,82,56.1%
79,Grandmaster,Minato aqua#ski,JUNGLE,899,100,36,73.5%
80,Grandmaster,4399赛尔号#奥特曼,TOP,898,134,119,53.0%
81,Grandmaster,裏八寸#JP2,SUP,896,173,156,52.6%
82,Grandmaster,CTRLME#77777,JUNGLE,896,171,138,55.3%
83,Grandmaster,まっちょ#5840,SUP,891,286,253,53.1%
84,Grandmaster,房产手机网卡加好友#888,MID,888,261,263,49.8%
85,Grandmaster,Yuhi#045,ADC,888,114,101,53.0%
86,Grandmaster,suzukamui#jp2,SUP,887,71,50,58.7%
87,Grandmaster,チェゴヤ#0202,MID,886,160,107,59.9%
88,Grandmaster,大小姐驾到#Molly,JUNGLE,872,134,91,59.6%
89,Grandmaster,Badao1102c#2302,JUNGLE,858,94,72,56.6%
90,Grandmaster,私の恋はホッチキス#また明日,MID,857,81,76,51.6%
91,Grandmaster,hourousummer#325,ADC,848,98,83,54.1%
92,Grandmaster,,ADC,846,58,36,61.7%
93,Grandmaster,,MID,845,57,28,67.1%
94,Grandmaster,,ADC,841,101,86,54.0%
95,Grandmaster,,TOP,834,84,49,63.2%
96,Grandmaster,,MID,827,61,45,57.5%
97,Grandmaster,,ADC,823,105,47,69.1%
98,Grandmaster,,SUP,822,381,340,52.8%
99,Grandmaster,,JUNGLE,822,64,44,59.3%
100,Grandmaster,,ADC,822,63,36,63.6%
101,Grandmaster,,MID,814,107,91,54.0%
102,Grandmaster,,MID,814,86,69,55.5%
103,Grandmaster,,SUP,814,85,55,60.7%
104,Grandmaster,,,809,119,97,55.1%
105,Grandmaster,,,808,184,159,53.6%
106,Grandmaster,,,798,272,253,51.8%
107,Grandmaster,,ADC,791,100,86,53.8%
108,Grandmaster,,JUNGLE,791,63,42,60.0%
109,Grandmaster,,TOP,788,141,103,57.8%
110,Grandmaster,,,787,94,22,81.0%
111,Grandmaster,,JUNGLE,783,72,54,57.1%
112,Grandmaster,,,781,94,84,52.8%
113,Grandmaster,,,781,90,77,53.9%
114,Grandmaster,,,780,185,151,55.1%
115,Grandmaster,,,777,80,65,55.2%
116,Grandmaster,,,775,312,307,50.4%
117,Grandmaster,,,775,57,31,64.8%
118,Grandmaster,,MID,764,123,101,54.9%
119,Grandmaster,,,763,107,90,54.3%
120,Grandmaster,,,762,81,61,57.0%
121,Grandmaster,,,762,57,32,64.0%
122,Grandmaster,,,759,81,62,56.6%
123,Grandmaster,,SUP,758,93,80,53.8%
124,Grandmaster,,,757,62,30,67.4%
125,Grandmaster,,,755,155,139,52.7%
126,Grandmaster,,JUNGLE,754,106,99,51.7%
127,Grandmaster,,,751,89,70,56.0%
128,Grandmaster,,,750,67,50,57.3%
129,Grandmaster,,,750,63,45,58.3%
130,Grandmaster,,,748,172,155,52.6%
131,Grandmaster,,,746,118,94,55.7%
132,Grandmaster,,MID,746,90,79,53.3%
133,Grandmaster,,,746,88,68,56.4%
134,Grandmaster,,MID,744,89,74,54.6%
135,Grandmaster,,,743,120,105,53.3%
136,Grandmaster,,,740,74,41,64.3%
137,Grandmaster,,,736,214,211,50.4%
138,Grandmaster,,,734,142,137,50.9%
139,Grandmaster,,MID,731,195,170,53.4%
140,Grandmaster,エッチポップ#JP1,,731,102,87,54.0%
141,Grandmaster,びょんしんゲーミング#びょんしん,,729,51,31,62.2%
142,Grandmaster,十 DEMON TIME 十#end,,728,91,78,53.8%
143,Grandmaster,フェルン#魔法師,,719,104,93,52.8%
144,Grandmaster,ジェンジーグローバルアカデミー#Foe,,719,82,25,76.6%
145,Grandmaster,べんとりっく#梔子ユメ,,718,161,170,48.6%
146,Grandmaster,hedonistic#JP1,JUNGLE,718,160,144,52.6%
147,Grandmaster,sad little taka#JP1,MID,718,93,82,53.1%
148,Grandmaster,Caffe#oxo,ADC,716,74,53,58.3%
149,Grandmaster,Jasper7se#CR1,,715,123,104,54.2%
150,Grandmaster,CaptainTheGold#JP1,,715,110,106,50.9%
