rank,tier,player,role,lp,wins,losses,win_rate
80,Grandmaster,ShoeBlLL#tw2,MID,950,104,71,59.4%
81,Grandmaster,La pesca noce#Euw1,ADC,945,71,43,62.3%
82,Grandmaster,Yuhi#045,ADC,942,125,117,51.7%
83,Grandmaster,ωNαNαω#404ad,ADC,927,116,108,51.8%
84,Grandmaster,白雪ひな#JP16,MID,915,111,88,55.8%
85,Grandmaster,poppyking#1212,TOP,911,71,51,58.2%
86,Grandmaster,JP ONANI KING#onani,MID,910,89,69,56.3%
87,Grandmaster,夜の踊り子#SKNS,ADC,909,100,24,80.6%
88,Grandmaster,Badao1102c#2302,JUNGLE,908,96,72,57.1%
89,Grandmaster,ねすてぃー#7474,JUNGLE,905,188,172,52.2%
90,Grandmaster,本間心鈴#美しい虚無,JUNGLE,902,105,82,56.1%
91,Grandmaster,CTRLME#77777,JUNGLE,900,175,146,54.5%
92,Grandmaster,Minato aqua#ski,JUNGLE,899,100,36,73.5%
93,Grandmaster,4399赛尔号#奥特曼,TOP,898,134,119,53.0%
94,Grandmaster,まっちょ#5840,SUP,896,292,262,52.7%
95,Grandmaster,7 9#JP1,TOP,895,221,187,54.2%
96,Grandmaster,房产手机网卡加好友#888,MID,888,261,263,49.8%
97,Grandmaster,チェゴヤ#0202,MID,886,160,107,59.9%
98,Grandmaster,ジェンジーグローバルアカデミー#Foe,JUNGLE,873,91,32,74.0%
99,Grandmaster,ShoeBiLL#TTV2,MID,865,58,29,66.7%
100,Grandmaster,Scarlet#JP0,SUP,864,87,55,61.3%
101,Grandmaster,suzukamui#jp2,SUP,857,71,52,57.7%
102,Grandmaster,大小姐驾到#Molly,JUNGLE,851,134,92,59.3%
103,Grandmaster,リーグオブハゲ#JP1,ADC,846,58,36,61.7%
104,Grandmaster,フェルン#魔法師,,845,111,97,53.4%
105,Grandmaster,私の恋はホッチキス#また明日,MID,839,84,82,50.6%
106,Grandmaster,ももです#JP2,,838,179,160,52.8%
107,Grandmaster,Veritasin#Xeb,TOP,834,84,49,63.2%
108,Grandmaster,Say less#fearr,MID,832,92,85,52.0%
109,Grandmaster,やなみあんな#負けヒロ,MID,831,202,175,53.6%
110,Grandmaster,1vsAll#日新又日新,MID,827,61,45,57.5%
111,Grandmaster,Wsavh#JP1,JUNGLE,820,65,46,58.6%
112,Grandmaster,裏八寸#JP2,SUP,816,179,171,51.1%
113,Grandmaster,Lee#JP2,,813,62,43,59.0%
114,Grandmaster,orobou#TTV,,810,278,262,51.5%
115,Grandmaster,アカネ#JP7,,810,59,32,64.8%
116,Grandmaster,我要验牌#十JQKA,SUP,806,381,341,52.8%
117,Grandmaster,貴方を不幸に誘いますね#ちょうだい,,805,78,43,64.5%
118,Grandmaster,ゆにか#1122,,804,83,68,55.0%
119,Grandmaster,FA J2#426,,800,98,54,64.5%
120,Grandmaster,しゅわしゅわmid#JP1,,797,78,62,55.7%
121,Grandmaster,黒服c#txy,MID,796,127,105,54.7%
122,Grandmaster,葳信dianayqc#PWdd,MID,794,107,91,54.0%
123,Grandmaster,青春禁止#JP1,JUNGLE,791,63,42,60.0%
124,Grandmaster,IM HAPPY#ガーン,,789,95,85,52.8%
125,Grandmaster,永遠の愛#青いバラ,,785,65,34,65.7%
126,Grandmaster,べんとりっく#梔子ユメ,,784,166,175,48.7%
127,Grandmaster,NoA#JP2,,783,120,100,54.5%
128,Grandmaster,CG Qoo#JP1,JUNGLE,783,72,54,57.1%
129,Grandmaster,Milan#bb6,,780,185,151,55.1%
130,Grandmaster,MayR#モーティス,ADC,780,102,90,53.1%
131,Grandmaster,Ellin#0000,,776,95,77,55.2%
132,Grandmaster,manmaru20#5038,,766,115,67,63.2%
133,Grandmaster,NickelHeart#JP1,,764,185,162,53.3%
134,Grandmaster,uzume51#JP1,,763,158,143,52.5%
135,Grandmaster,PiNK#IDT,,763,64,45,58.7%
136,Grandmaster,Anh yêu em#vnadc,,762,63,61,50.8%
137,Grandmaster,For Twice Sana#JP1,,762,57,32,64.0%
138,Grandmaster,纯爱中单#Ekko,,761,370,361,50.6%
139,Grandmaster,hinami#qfsmg,,756,81,58,58.3%
140,Grandmaster,loselinelosegame#999,JUNGLE,754,106,99,51.7%
141,Grandmaster,十 DEMON TIME 十#end,,752,92,78,54.1%
142,Grandmaster,hedonistic#JP1,JUNGLE,750,170,157,52.0%
143,Grandmaster,ふわしゃり#JP1,,750,67,50,57.3%
144,Grandmaster,odessa1#JP132,,750,63,45,58.3%
145,Grandmaster,スナギモ#JP1,,749,89,69,56.3%
146,Grandmaster,LUNA ALBA LI XV#ALBUS,,746,118,94,55.7%
147,Grandmaster,ewhfjbnwehjbhewf#ewfff,,746,81,62,56.6%
148,Grandmaster,ぎょねこ#魚猫9,,745,215,212,50.4%
149,Grandmaster,ヴァスタヤのパスタ屋#UDON,MID,744,89,74,54.6%
150,Grandmaster,Bangha#TOP,,743,120,105,53.3%
