rank,tier,player,role,lp,wins,losses,win_rate
46,Challenger,,ADC,1016,84,64,56.8%
47,Challenger,,ADC,1012,72,44,62.1%
48,Challenger,,MID,1011,85,59,59.0%
49,Grandmaster,,ADC,1011,88,63,58.3%
50,Challenger,,JUNGLE,1008,110,96,53.4%
51,Grandmaster,,ADC,1004,103,33,75.7%
52,Grandmaster,,SUP,1004,83,60,58.0%
53,Grandmaster,,SUP,1002,88,55,61.5%
54,Grandmaster,,SUP,985,148,85,63.5%
55,Challenger,,TOP,983,81,63,56.2%
56,Grandmaster,,ADC,974,102,78,56.7%
57,Grandmaster,,MID,972,111,89,55.5%
58,Grandmaster,,TOP,962,124,84,59.6%
59,Grandmaster,,ADC,960,182,176,50.8%
60,Grandmaster,,ADC,955,94,75,55.6%
61,Grandmaster,,ADC,954,99,74,57.2%
62,Challenger,,ADC,950,139,107,56.5%
63,Grandmaster,,JUNGLE,941,57,25,69.5%
64,Grandmaster,,ADC,940,81,65,55.5%
65,Grandmaster,,JUNGLE,934,112,70,61.5%
66,Grandmaster,,SUP,933,138,113,55.0%
67,Grandmaster,,MID,932,90,82,52.3%
68,Grandmaster,,TOP,932,60,38,61.2%
69,Grandmaster,,JUNGLE,919,122,104,54.0%
70,Grandmaster,,MID,917,90,57,61.2%
71,Grandmaster,,SUP,910,152,124,55.1%
72,Grandmaster,,SUP,904,96,77,55.5%
73,Grandmaster,,JUNGLE,902,69,43,61.6%
74,Grandmaster,,ADC,899,94,76,55.3%
75,Grandmaster,,UNKNOWN,895,182,151,54.7%
76,Grandmaster,,MID,895,71,49,59.2%
77,Grandmaster,,JUNGLE,893,68,33,67.3%
78,Grandmaster,,JUNGLE,879,170,157,52.0%
79,Grandmaster,,TOP,877,107,80,57.2%
80,Grandmaster,,JUNGLE,870,59,35,62.8%
81,Grandmaster,,JUNGLE,866,130,116,52.8%
82,Grandmaster,,SUP,865,168,122,57.9%
83,Grandmaster,CTRLME#77777,JUNGLE,860,148,119,55.4%
84,Grandmaster,グレイラースＹ#JP1,SUP,859,232,228,50.4%
85,Grandmaster,coivd#zGNoR,MID,858,63,36,63.6%
86,Grandmaster,La Cucaracha#iq135,TOP,855,126,105,54.5%
87,Grandmaster,純 愛#1124,ADC,850,109,96,53.2%
88,Grandmaster,葳信dianayqc#PWdd,MID,848,103,85,54.8%
89,Grandmaster,秋 夏#Dyss,ADC,847,113,94,54.6%
90,Grandmaster,Scarlet#JP0,SUP,844,76,43,63.9%
91,Grandmaster,suzukamui#jp2,SUP,844,62,43,59.0%
92,Grandmaster,눈건강비타민A#0103,JUNGLE,838,93,73,56.0%
93,Grandmaster,Tako Yankee#1112,SUP,836,137,123,52.7%
94,Grandmaster,Milan#bb6,ADC,834,147,114,56.3%
95,Grandmaster,一騎討#riven,TOP,832,101,77,56.7%
96,Grandmaster,I Am AtomiKSword#シャドウ,JUNGLE,827,187,139,57.4%
97,Grandmaster,我要验牌#十JQKA,JUNGLE,824,339,298,53.2%
98,Grandmaster,La pesca noce#Euw1,ADC,820,59,32,64.8%
99,Grandmaster,7 9#JP1,TOP,816,186,154,54.7%
100,Grandmaster,CG Qoo#JP1,ADC,816,69,49,58.5%
101,Grandmaster,ゆにか#1122,JUNGLE,815,73,57,56.2%
102,Grandmaster,初心者#0105,TOP,814,151,123,55.1%
103,Grandmaster,sYuuus#JP1,,812,101,85,54.3%
104,Grandmaster,ふわしゃり#JP1,,809,63,43,59.4%
105,Grandmaster,orobou#TTV,,803,196,176,52.7%
106,Grandmaster,Caffe#oxo,,803,69,43,61.6%
107,Grandmaster,Leslie vast#1111,,796,312,306,50.5%
108,Grandmaster,chico#JP1,SUP,792,78,62,55.7%
109,Grandmaster,ピンクビーン#JP1,,790,306,273,52.8%
110,Grandmaster,Badao1102c#2302,,788,78,58,57.4%
111,Grandmaster,黒服c#txy,,786,101,77,56.7%
112,Grandmaster,NoA#JP2,,786,95,76,55.6%
113,Grandmaster,ヴァスタヤのパスタ屋#UDON,,784,75,53,58.6%
114,Grandmaster,丘 丘#BDTH,,782,117,120,49.4%
115,Grandmaster,小祈jungle#11750,,777,77,57,57.5%
116,Grandmaster,loselinelosegame#999,,775,86,78,52.4%
117,Grandmaster,jpfxLO#9343,TOP,768,109,53,67.3%
118,Grandmaster,hetel fanboy#JP1,,766,147,99,59.8%
119,Grandmaster,ディオブランドー#WRYYY,,766,93,71,56.7%
120,Grandmaster,Ellin#0000,,766,79,57,58.1%
121,Grandmaster,Greed is Good#JP1,,758,85,76,52.8%
122,Grandmaster,sup one#541,,753,158,132,54.5%
123,Grandmaster,FA J2#426,,753,92,51,64.3%
124,Grandmaster,LUNA ALBA LI XV#ALBUS,MID,747,117,92,56.0%
125,Grandmaster,IM HAPPY#ガーン,,745,88,79,52.7%
126,Grandmaster,sad little taka#JP1,,744,89,77,53.6%
127,Grandmaster,POTUS#PORO,,741,219,206,51.5%
128,Grandmaster,Bangha#TOP,,738,111,97,53.4%
129,Grandmaster,1vsAll#日新又日新,,738,54,39,58.1%
130,Grandmaster,Sylar#EU1,,733,87,77,53.0%
131,Grandmaster,NickelHeart#JP1,,732,178,156,53.3%
132,Grandmaster,KillerCat#Killa,,727,110,91,54.7%
133,Grandmaster,十 DEMON TIME 十#end,,726,84,70,54.5%
134,Grandmaster,フェルン#魔法師,,725,90,77,53.9%
135,Grandmaster,JP ONANI KING#onani,,723,78,64,54.9%
136,Grandmaster,Minato aqua#ski,,722,79,20,79.8%
137,Grandmaster,ShaZam#0059,,722,72,56,56.2%
138,Grandmaster,アカネ#JP7,,722,51,26,66.2%
139,Grandmaster,0x7FFFFFFF#JP1,,721,197,167,54.1%
140,Grandmaster,CaptainTheGold#JP1,,719,107,102,51.2%
141,Grandmaster,sucuranbul#magus,,717,92,86,51.7%
142,Grandmaster,네모네모#네모네모,,716,69,59,53.9%
143,Grandmaster,うつ病#悦宝悦宝,,712,75,65,53.6%
144,Grandmaster,Captain Mihulawa#咪宝妈,,710,98,72,57.6%
145,Grandmaster,hedonistic#JP1,,681,115,101,53.2%
146,Grandmaster,ぽぽぽぽおーん#JP1,,680,94,81,53.7%
147,Grandmaster,伏黒甚爾#尊尼获加,,664,70,48,59.3%
148,Grandmaster,Liam Gallagher#0812,,660,110,102,51.9%
149,Grandmaster,poesy#hope,,655,99,95,51.0%
150,Grandmaster,やなみあんな#負けヒロ,,609,130,108,54.6%
