rank,tier,player,role,lp,wins,losses,win_rate
53,Grandmaster,鳥劇場浅草橋店#umai,ADC,1157,95,71,57.2%
54,Grandmaster,GraceEye#DMC神台,TOP,1153,96,64,60.0%
55,Grandmaster,TwitchShoDesu#よいしょ,SUP,1141,192,132,59.3%
56,Grandmaster,君を抱く希望の星#JP1,MID,1137,143,101,58.6%
57,Grandmaster,Dopaminw#OUI,JUNGLE,1132,197,161,55.0%
58,Grandmaster,I Am AtomiKSword#シャドウ,JUNGLE,1124,206,147,58.4%
59,Grandmaster,ユーハイ#045,ADC,1123,225,150,60.0%
60,Grandmaster,最后一次恶鬼缠身#1002,SUP,1123,164,98,62.6%
61,Grandmaster,ShaZam#0059,SUP,1121,106,78,57.6%
62,Grandmaster,TopK1ng#mnt,TOP,1118,84,55,60.4%
63,Grandmaster,Philia#sama,SUP,1116,114,82,58.2%
64,Grandmaster,ゆにか#1122,JUNGLE,1108,97,77,55.7%
65,Grandmaster,ぴょんしんゲーミング#ぴょんLん,JUNGLE,1107,194,194,50.0%
66,Grandmaster,ねすてぃー#7777,JUNGLE,1106,108,78,58.1%
67,Grandmaster,ブラキオサウルス#dino,TOP,1104,122,86,58.7%
68,Grandmaster,純 愛#1124,ADC,1103,121,99,55.0%
69,Grandmaster,ももです#JP2,JUNGLE,1098,191,162,54.1%
70,Grandmaster,必杀技#小凌宝,JUNGLE,1096,146,121,54.7%
71,Grandmaster,7 9#JP1,TOP,1086,236,199,54.3%
72,Grandmaster,フェルン#魔法師,MID,1080,124,105,54.1%
73,Grandmaster,潔世一#Majin,ADC,1077,97,75,56.4%
74,Grandmaster,泳ぎたいたい焼き#JP1,SUP,1073,96,72,57.1%
75,Grandmaster,hetel#JP1,SUP,1065,102,67,60.4%
76,Grandmaster,ShadowIsles0#JP1,SUP,1052,236,204,53.6%
77,Grandmaster,我要验牌#十JQKA,JUNGLE,1049,408,366,52.7%
78,Grandmaster,CTRLME#77777,JUNGLE,1048,184,150,55.1%
79,Grandmaster,ふぇにっち#2350,SUP,1047,142,115,55.3%
80,Grandmaster,Lee#JP2,ADC,1040,78,57,57.8%
81,Grandmaster,定风波#520,JUNGLE,1036,219,198,52.5%
82,Grandmaster,namazun#JP1,ADC,1027,111,92,54.7%
83,Grandmaster,セレニティ#JP2,SUP,1021,128,107,54.5%
84,Grandmaster,夜の踊り子#SKNS,ADC,1020,106,26,80.3%
85,Grandmaster,JP ONANI KING#onani,MID,1015,93,70,57.1%
86,Grandmaster,Schwarz#neko,JUNGLE,1014,217,182,54.4%
87,Grandmaster,ねすてぃー#7474,JUNGLE,1014,201,190,51.4%
88,Grandmaster,ShoeBlLL#tw2,MID,1011,107,73,59.4%
89,Grandmaster,ジェンジーグローバルアカデミー#Foe,JUNGLE,1011,97,34,74.0%
90,Grandmaster,Hide on spi#spi,MID,1001,156,125,55.5%
91,Grandmaster,リーグオブハゲ#JP1,ADC,997,64,41,61.0%
92,Grandmaster,TNC Too#Kaisa,JUNGLE,996,137,126,52.1%
93,Grandmaster,Yuhi#045,ADC,993,147,144,50.5%
94,Grandmaster,sYuuus#JP1,TOP,985,126,105,54.5%
95,Grandmaster,,TOP,976,140,125,52.8%
96,Grandmaster,,MID,975,62,30,67.4%
97,Grandmaster,,JUNGLE,973,224,198,53.1%
98,Grandmaster,,SUP,972,122,92,57.0%
99,Grandmaster,,MID,948,139,117,54.3%
100,Grandmaster,,MID,939,171,121,58.6%
101,Grandmaster,,ADC,938,72,67,51.8%
102,Grandmaster,,MID,934,218,205,51.5%
103,Grandmaster,,TOP,932,73,52,58.4%
104,Grandmaster,,JUNGLE,930,107,85,55.7%
105,Grandmaster,,ADC,927,116,108,51.8%
106,Grandmaster,,ADC,918,206,175,54.1%
107,Grandmaster,,JUNGLE,917,164,159,50.8%
108,Grandmaster,,MID,915,111,88,55.8%
109,Grandmaster,,,914,65,37,63.7%
110,Grandmaster,,ADC,899,137,125,52.3%
111,Grandmaster,,MID,899,100,36,73.5%
112,Grandmaster,,,896,379,368,50.7%
113,Grandmaster,,SUP,892,74,56,56.9%
114,Grandmaster,,,890,151,144,51.2%
115,Grandmaster,,,888,279,237,54.1%
116,Grandmaster,,TOP,887,108,99,52.2%
117,Grandmaster,,MID,887,86,82,51.2%
118,Grandmaster,,,886,80,10,88.9%
119,Grandmaster,,JUNGLE,882,110,99,52.6%
120,Grandmaster,,,882,70,24,74.5%
121,Grandmaster,,,881,85,48,63.9%
122,Grandmaster,,MID,872,101,92,52.3%
123,Grandmaster,,,872,74,50,59.7%
124,Grandmaster,,MID,869,262,265,49.7%
125,Grandmaster,,SUP,869,190,186,50.5%
126,Grandmaster,,,868,105,98,51.7%
127,Grandmaster,,,864,256,243,51.3%
128,Grandmaster,,,864,98,86,53.3%
129,Grandmaster,,,863,230,220,51.1%
130,Grandmaster,,,862,192,184,51.1%
131,Grandmaster,,,860,167,169,49.7%
132,Grandmaster,,,859,136,119,53.3%
133,Grandmaster,,,858,100,81,55.2%
134,Grandmaster,,MID,854,65,53,55.1%
135,Grandmaster,,JUNGLE,851,134,92,59.3%
136,Grandmaster,,TOP,849,305,295,50.8%
137,Grandmaster,,,849,63,51,55.3%
138,Grandmaster,,,848,225,222,50.3%
139,Grandmaster,,,847,129,115,52.9%
140,Grandmaster,,,845,127,112,53.1%
141,Grandmaster,,,840,108,90,54.5%
142,Grandmaster,,,839,241,223,51.9%
143,Grandmaster,Ayezen#JP1,,839,116,100,53.7%
144,Grandmaster,tesla#iku,,835,76,10,88.4%
145,Grandmaster,لا جدوى من ترجمت#0000,,835,70,52,57.4%
146,Grandmaster,yokiha#JP1,,834,183,176,51.0%
147,Grandmaster,ヴァスタヤのパスタ屋#UDON,MID,834,93,76,55.0%
148,Grandmaster,葳信dianayqc#PWdd,MID,832,109,92,54.2%
149,Grandmaster,スナギモ#JP1,,832,102,83,55.1%
150,Grandmaster,NickelHeart#JP1,,816,199,181,52.4%
