rank,tier,player,role,lp,wins,losses,win_rate
1,Challenger,AKALIKING#本体はゼド,MID,2013,130,83,61.0%
2,Challenger,senzawa#JP1,JUNGLE,2000,171,123,58.2%
3,Challenger,さくら#9090,MID,1894,215,165,56.6%
4,Challenger,sign#520am,SUP,1843,213,134,61.4%
5,Challenger,いい夢見てね#おやすみ,JUNGLE,1790,159,72,68.8%
6,Challenger,May#0823,JUNGLE,1786,270,254,51.5%
7,Challenger,GukBo#2004,MID,1774,153,62,71.2%
8,Challenger,鉄砲玉#JP1,TOP,1749,189,148,56.1%
9,Challenger,天才剑修#巧克力,SUP,1734,165,112,59.6%
10,Challenger,jisoo#bp777,ADC,1719,160,97,62.3%
11,Challenger,伏魔御廚子#Gimi,ADC,1695,187,107,63.6%
12,Challenger,Mokurooo#NKG,ADC,1687,139,102,57.7%
13,Challenger,jpMVzC#1582,SUP,1664,203,119,63.0%
14,Challenger,學無止境#Only,MID,1639,127,68,65.1%
15,Challenger,Chisa#1130,JUNGLE,1586,116,56,67.4%
16,Challenger,BC EL#JP1,JUNGLE,1574,132,88,60.0%
17,Challenger,黄色のヨッシー#JP1,TOP,1508,177,149,54.3%
18,Challenger,白鶴仙童#MYZZ,JUNGLE,1484,190,117,61.9%
19,Challenger,Ankochan#20y,JUNGLE,1441,132,100,56.9%
20,Challenger,かなう#burin,TOP,1431,162,132,55.1%
21,Challenger,RuneFactoryが大好きね#BlauR,ADC,1428,153,105,59.3%
22,Challenger,ytzz#2426,TOP,1422,132,93,58.7%
23,Challenger,グレイラースＹ#JP1,SUP,1416,355,345,50.7%
24,Challenger,Recap#125,MID,1381,250,214,53.9%
25,Challenger,無愛想#可愛くない,TOP,1351,127,80,61.4%
26,Challenger,I Am AtomiK#シャドウ,JUNGLE,1349,253,234,52.0%
27,Challenger,hetel fanboy#JP1,TOP,1324,212,136,60.9%
28,Challenger,狛枝へビスケット#6245,MID,1324,174,119,59.4%
29,Challenger,くるみかん#123,JUNGLE,1318,240,201,54.4%
30,Challenger,Father of china#2302,MID,1316,165,158,51.1%
31,Challenger,ONCE#JP1,JUNGLE,1310,160,117,57.8%
32,Grandmaster,always#inori,SUP,1304,118,86,57.8%
33,Challenger,鳥劇場浅草橋店#umai,ADC,1301,102,74,58.0%
34,Challenger,Enty#ENTP1,SUP,1300,224,186,54.6%
35,Challenger,Fa J#6115,JUNGLE,1300,91,46,66.4%
36,Challenger,aspire#JINBU,MID,1290,129,100,56.3%
37,Challenger,ねすてぃー#7777,JUNGLE,1289,116,85,57.7%
38,Challenger,Badao1102c#2302,JUNGLE,1282,124,95,56.6%
39,Challenger,ユズキ#宇  う,ADC,1281,122,44,73.5%
40,Challenger,akaros#そらか,SUP,1281,113,83,57.7%
41,Challenger,ゆにか#1122,JUNGLE,1272,107,84,56.0%
42,Challenger,Clinch#JP2,SUP,1271,261,248,51.3%
43,Challenger,La pesca noce#Euw1,JUNGLE,1268,94,63,59.9%
44,Challenger,Veritasin#Xeb,TOP,1267,112,67,62.6%
45,Grandmaster,sYuuus#JP1,TOP,1266,139,113,55.2%
46,Challenger,しゅんた1106#JP1,MID,1263,204,210,49.3%
47,Challenger,TopK1ng#mnt,TOP,1261,92,61,60.1%
48,Challenger,hourousummer#325,ADC,1260,118,93,55.9%
49,Challenger,GraceEye#DMC神台,TOP,1248,100,65,60.6%
50,Challenger,ShaZam#0059,SUP,1247,114,82,58.2%
51,Grandmaster,raku#1205,ADC,1247,139,109,56.0%
52,Challenger,びょんしんゲーミング#びょんしん,TOP,1237,75,49,60.5%
53,Grandmaster,Tele#JP1,ADC,1232,202,153,56.9%
54,Grandmaster,7 9#JP1,TOP,1230,246,205,54.5%
55,Grandmaster,rehcra#xxxx,ADC,1218,92,13,87.6%
56,Grandmaster,やなみあんな#負けヒロ,MID,1216,228,190,54.5%
57,Grandmaster,ブラキオサウルス#dino,TOP,1211,135,102,57.0%
58,Grandmaster,PiiP#7044,MID,1204,116,91,56.0%
59,Grandmaster,最后一次恶鬼缠身#1002,SUP,1201,167,98,63.0%
60,Challenger,Pheonix#VG45,TOP,1191,122,76,61.6%
61,Grandmaster,ぴょんしんゲーミング#ぴょんLん,JUNGLE,1174,210,211,49.9%
62,Grandmaster,,JUNGLE,1159,198,161,55.2%
63,Grandmaster,,JUNGLE,1155,233,195,54.4%
64,Grandmaster,,JUNGLE,1149,217,162,57.3%
65,Grandmaster,,ADC,1142,94,75,55.6%
66,Grandmaster,,SUP,1141,192,132,59.3%
67,Grandmaster,,MID,1137,143,101,58.6%
68,Grandmaster,,JUNGLE,1129,198,170,53.8%
69,Grandmaster,,MID,1128,96,60,61.5%
70,Grandmaster,,JUNGLE,1127,237,208,53.3%
71,Grandmaster,,ADC,1123,225,150,60.0%
72,Grandmaster,,ADC,1119,125,105,54.3%
73,Grandmaster,,SUP,1116,114,82,58.2%
74,Grandmaster,,ADC,1107,166,160,50.9%
75,Grandmaster,,ADC,1104,117,96,54.9%
76,Grandmaster,,SUP,1101,124,102,54.9%
77,Grandmaster,,JUNGLE,1100,157,137,53.4%
78,Grandmaster,,ADC,1098,213,207,50.7%
79,Grandmaster,,MID,1087,96,70,57.8%
80,Grandmaster,,SUP,1083,88,18,83.0%
81,Grandmaster,,ADC,1081,179,174,50.7%
82,Grandmaster,,MID,1080,124,105,54.1%
