rank,tier,player,role,lp,wins,losses,win_rate
83,Grandmaster,,MID,1079,111,76,59.4%
84,Grandmaster,,TOP,1079,86,62,58.1%
85,Grandmaster,,ADC,1077,97,75,56.4%
86,Grandmaster,,JUNGLE,1072,206,195,51.4%
87,Grandmaster,,JUNGLE,1070,142,129,52.4%
88,Grandmaster,,ADC,1059,205,188,52.2%
89,Grandmaster,,JUNGLE,1053,108,41,72.5%
90,Grandmaster,,SUP,1052,236,204,53.6%
91,Grandmaster,,JUNGLE,1048,184,150,55.1%
92,Grandmaster,,SUP,1047,142,115,55.3%
93,Grandmaster,,TOP,1047,76,61,55.5%
94,Grandmaster,,SUP,1045,84,69,54.9%
95,Grandmaster,,ADC,1043,214,224,48.9%
96,Grandmaster,,JUNGLE,1036,219,198,52.5%
97,Grandmaster,,MID,1033,126,95,57.0%
98,Grandmaster,,MID,1032,179,131,57.7%
99,Grandmaster,,TOP,1031,145,129,52.9%
100,Grandmaster,,SUP,1029,97,78,55.4%
101,Grandmaster,,MID,1027,232,218,51.6%
102,Grandmaster,,TOP,1024,136,126,51.9%
103,Grandmaster,,,1021,273,257,51.5%
104,Grandmaster,,ADC,1020,106,26,80.3%
105,Grandmaster,,SUP,1015,131,113,53.7%
106,Grandmaster,,SUP,1014,107,81,56.9%
107,Grandmaster,,JUNGLE,1011,97,34,74.0%
108,Grandmaster,,MID,1005,63,30,67.7%
109,Grandmaster,,,1004,240,234,50.6%
110,Grandmaster,,MID,1001,156,125,55.5%
111,Grandmaster,リーグオブハゲ#JP1,ADC,997,64,41,61.0%
112,Grandmaster,yokiha#JP1,,994,199,185,51.8%
113,Grandmaster,Jasper7se#CR1,,994,188,168,52.8%
114,Grandmaster,豊川祥子ノ超超超超時空裁決喵#惹啊啊啊啊,ADC,992,143,130,52.4%
115,Grandmaster,poppyking#1212,TOP,984,76,54,58.5%
116,Grandmaster,NewMeta#TOP,,982,68,44,60.7%
117,Grandmaster,suzukamui#jp2,SUP,967,77,56,57.9%
118,Grandmaster,黒服c#txy,MID,947,143,124,53.6%
119,Grandmaster,纯爱中单#Ekko,MID,944,387,377,50.7%
120,Grandmaster,GOD of 笹村#ONZED,MID,944,103,92,52.8%
121,Grandmaster,gaman#7897,JUNGLE,943,180,177,50.4%
122,Grandmaster,クリーチャー#sign,,942,118,62,65.6%
123,Grandmaster,貴方を不幸に誘いますね#ちょうだい,,941,88,49,64.2%
124,Grandmaster,あんま自分を責めんな俺がいるけん#ran,,939,154,146,51.3%
125,Grandmaster,Stellary#1122,,939,79,52,60.3%
126,Grandmaster,Anh yêu em#vnadc,ADC,938,72,67,51.8%
127,Grandmaster,裏八寸#JP2,SUP,935,192,186,50.8%
128,Grandmaster,房产手机网卡加好友#888,MID,933,264,267,49.7%
129,Grandmaster,スナギモ#JP1,,930,111,90,55.2%
130,Grandmaster,本間心鈴#美しい虚無,JUNGLE,930,107,85,55.7%
131,Grandmaster,ωNαNαω#404ad,ADC,927,116,108,51.8%
132,Grandmaster,Ellin#0000,,924,108,88,55.1%
133,Grandmaster,私の恋はホッチキス#また明日,MID,921,91,87,51.1%
134,Grandmaster,ヤップヤップ#cn1,,921,73,28,72.3%
135,Grandmaster,我要验牌#十JQKA,JUNGLE,919,425,393,52.0%
136,Grandmaster,尾中板井#JP1,SUP,917,133,106,55.6%
137,Grandmaster,Terann#최기명팬,,907,112,104,51.9%
138,Grandmaster,アカネ#JP7,,907,66,39,62.9%
139,Grandmaster,CG Qoo#JP1,JUNGLE,905,78,55,58.6%
140,Grandmaster,Phong Shelby#PSB,,902,293,254,53.6%
141,Grandmaster,永遠の愛#青いバラ,,902,77,48,61.6%
142,Grandmaster,SumireSuki#SUKI,,899,158,105,60.1%
143,Grandmaster,kokekokeshi#JP2,,895,238,237,50.1%
144,Grandmaster,NickelHeart#JP1,,894,213,196,52.1%
145,Grandmaster,OTVA#jp2,,892,145,117,55.3%
146,Grandmaster,SPEED KING#すぴきん,,890,160,113,58.6%
147,Grandmaster,IM HAPPY#ガーン,,890,101,90,52.9%
148,Grandmaster,PiNK#IDT,,889,76,57,57.1%
149,Grandmaster,青春禁止#JP1,JUNGLE,888,67,45,59.8%
150,Grandmaster,i aint depressed#112,,875,240,231,51.0%
