rank,tier,player,role,lp,wins,losses,win_rate
55,Grandmaster,RM stan account#EUW,MID,1219,138,99,58.2%
56,Grandmaster,やなみあんな#負けヒロ,MID,1216,228,190,54.5%
57,Grandmaster,ブラキオサウルス#dino,TOP,1211,135,102,57.0%
58,Grandmaster,PiiP#7044,MID,1204,116,91,56.0%
59,Grandmaster,最后一次恶鬼缠身#1002,SUP,1201,167,98,63.0%
60,Grandmaster,sigyn#1905,JUNGLE,1200,242,209,53.7%
61,Grandmaster,ぴょんしんゲーミング#ぴょんLん,JUNGLE,1191,221,224,49.7%
62,Grandmaster,Tele#JP1,ADC,1188,204,159,56.2%
63,Grandmaster,Lee#JP2,ADC,1188,99,79,55.6%
64,Grandmaster,I Am AtomiKSword#シャドウ,JUNGLE,1165,220,165,57.1%
65,Grandmaster,君を抱く希望の星#JP1,MID,1161,144,102,58.5%
66,Grandmaster,Dopaminw#OUI,JUNGLE,1146,198,162,55.0%
67,Grandmaster,純 愛#1124,ADC,1144,126,105,54.5%
68,Grandmaster,TwitchShoDesu#よいしょ,SUP,1141,192,132,59.3%
69,Grandmaster,ももです#JP2,JUNGLE,1129,198,170,53.8%
70,Grandmaster,ユーハイ#045,ADC,1123,225,150,60.0%
71,Grandmaster,Asuki#JP1,ADC,1118,217,210,50.8%
72,Grandmaster,JP ONANI KING#onani,MID,1118,98,71,58.0%
73,Grandmaster,Philia#sama,SUP,1116,114,82,58.2%
74,Grandmaster,Schwarz#neko,JUNGLE,1115,234,199,54.0%
75,Grandmaster,Eugeo#DCWIN,MID,1114,96,61,61.1%
76,Grandmaster,7 9#JP1,TOP,1107,248,214,53.7%
77,Grandmaster,Yuhi#045,ADC,1107,166,160,50.9%
78,Grandmaster,namazun#JP1,ADC,1104,117,96,54.9%
79,Grandmaster,TNC Too#Kaisa,JUNGLE,1100,145,131,52.5%
80,Grandmaster,Phong Shelby#PSB,ADC,1094,305,259,54.1%
81,Grandmaster,Liam Gallagher#0812,TOP,1086,148,130,53.2%
82,Grandmaster,,ADC,1086,68,46,59.6%
83,Grandmaster,,TOP,1084,144,131,52.4%
84,Grandmaster,,SUP,1083,88,18,83.0%
85,Grandmaster,,ADC,1081,179,174,50.7%
86,Grandmaster,,MID,1080,124,105,54.1%
87,Grandmaster,,MID,1079,111,76,59.4%
88,Grandmaster,,TOP,1079,86,62,58.1%
89,Grandmaster,,ADC,1077,97,75,56.4%
90,Grandmaster,,JUNGLE,1072,206,195,51.4%
91,Grandmaster,,ADC,1066,217,227,48.9%
92,Grandmaster,,JUNGLE,1060,159,142,52.8%
93,Grandmaster,,JUNGLE,1053,108,41,72.5%
94,Grandmaster,,SUP,1052,236,204,53.6%
95,Grandmaster,,JUNGLE,1048,184,150,55.1%
96,Grandmaster,,SUP,1047,142,115,55.3%
97,Grandmaster,,SUP,1045,84,69,54.9%
98,Grandmaster,,JUNGLE,1036,219,198,52.5%
99,Grandmaster,,MID,1032,179,131,57.7%
100,Grandmaster,,ADC,1029,209,194,51.9%
101,Grandmaster,,,1021,273,257,51.5%
102,Grandmaster,,SUP,1020,128,113,53.1%
103,Grandmaster,,ADC,1020,106,26,80.3%
104,Grandmaster,,ADC,1016,144,130,52.6%
105,Grandmaster,,SUP,1015,131,113,53.7%
106,Grandmaster,,JUNGLE,1011,97,34,74.0%
107,Grandmaster,,TOP,1010,77,67,53.5%
108,Grandmaster,,SUP,1009,98,81,54.7%
109,Grandmaster,,MID,1008,232,219,51.4%
110,Grandmaster,,,1008,120,62,65.9%
111,Grandmaster,,MID,1005,63,30,67.7%
112,Grandmaster,,,1002,82,53,60.7%
113,Grandmaster,,MID,1001,156,125,55.5%
114,Grandmaster,,SUP,998,107,82,56.6%
115,Grandmaster,,,994,199,185,51.8%
116,Grandmaster,,,994,188,168,52.8%
117,Grandmaster,,,987,162,108,60.0%
118,Grandmaster,,,985,245,241,50.4%
119,Grandmaster,,MID,984,388,377,50.7%
120,Grandmaster,,TOP,984,76,54,58.5%
121,Grandmaster,,,982,68,44,60.7%
122,Grandmaster,,SUP,977,78,57,57.8%
123,Grandmaster,,MID,973,105,93,53.0%
124,Grandmaster,,,964,89,49,64.5%
125,Grandmaster,,JUNGLE,947,182,180,50.3%
126,Grandmaster,,,947,109,88,55.3%
127,Grandmaster,,,947,101,71,58.7%
128,Grandmaster,,,941,155,149,51.0%
129,Grandmaster,我纵茕茕孑立 难避漫漫长夜#gg wp,,940,151,140,51.9%
130,Grandmaster,OTVA#jp2,,938,146,117,55.5%
131,Grandmaster,Anh yêu em#vnadc,ADC,938,72,67,51.8%
132,Grandmaster,裏八寸#JP2,SUP,935,192,186,50.8%
133,Grandmaster,房产手机网卡加好友#888,MID,933,264,267,49.7%
134,Grandmaster,スナギモ#JP1,,930,111,90,55.2%
135,Grandmaster,本間心鈴#美しい虚無,JUNGLE,930,107,85,55.7%
136,Grandmaster,青春禁止#JP1,JUNGLE,928,70,48,59.3%
137,Grandmaster,Milan#bb6,ADC,927,209,179,53.9%
138,Grandmaster,ωNαNαω#404ad,ADC,927,116,108,51.8%
139,Grandmaster,意味不明#0119,,926,86,58,59.7%
140,Grandmaster,ヤップヤップ#cn1,,925,74,29,71.8%
141,Grandmaster,私の恋はホッチキス#また明日,MID,921,91,87,51.1%
142,Grandmaster,はたゆう#JP1,,919,124,106,53.9%
143,Grandmaster,IM HAPPY#ガーン,,914,102,90,53.1%
144,Grandmaster,しゅわしゅわmid#JP1,,914,101,93,52.1%
145,Grandmaster,Terann#최기명팬,,907,112,104,51.9%
146,Grandmaster,loselinelosegame#999,JUNGLE,907,111,99,52.9%
147,Grandmaster,アカネ#JP7,,907,66,39,62.9%
148,Grandmaster,我要验牌#十JQKA,JUNGLE,900,427,396,51.9%
149,Grandmaster,Sanzen#八面玲瓏,MID,892,144,128,52.9%
150,Grandmaster,SPEED KING#すぴきん,,853,163,120,57.6%
