rank,tier,player,role,lp,wins,losses,win_rate
30,Challenger,GraceEye#DMC神台,TOP,1427,107,70,60.5%
31,Challenger,rehcra#xxxx,ADC,1416,100,14,87.7%
32,Challenger,ブラキオサウルス#dino,TOP,1412,150,113,57.0%
33,Challenger,Keria#Κ R 1,SUP,1404,128,99,56.4%
34,Challenger,ふぇにっち#2350,SUP,1403,162,126,56.2%
35,Challenger,狛枝へビスケット#6245,MID,1394,177,121,59.4%
36,Challenger,Enty#ENTP1,SUP,1390,236,201,54.0%
37,Challenger,Fa J#6115,SUP,1370,97,51,65.5%
38,Grandmaster,意味不明#0119,ADC,1360,125,83,60.1%
39,Challenger,Minato aqua#ski,MID,1356,122,45,73.1%
40,Challenger,ゆにか#1122,JUNGLE,1352,113,87,56.5%
41,Challenger,sYuuus#JP1,TOP,1351,146,122,54.5%
42,Challenger,La pesca noce#Euw1,JUNGLE,1348,102,69,59.6%
43,Challenger,I Am AtomiK#シャドウ,JUNGLE,1347,265,254,51.1%
44,Challenger,最后一次恶鬼缠身#1002,SUP,1344,180,110,62.1%
45,Challenger,我纵茕茕孑立 难避漫漫长夜#gg wp,JUNGLE,1340,216,187,53.6%
46,Challenger,ShaZam#0059,SUP,1339,119,84,58.6%
47,Challenger,Yuhi#045,ADC,1336,199,186,51.7%
48,Challenger,Veritasin#Xeb,TOP,1334,117,70,62.6%
49,Challenger,لا جدوى من ترجمت#0000,TOP,1334,112,81,58.0%
50,Challenger,Lee#JP2,ADC,1333,130,108,54.6%
51,Grandmaster,Clinch#JP2,SUP,1332,270,256,51.3%
52,Challenger,akaros#そらか,SUP,1330,124,96,56.4%
53,Grandmaster,Father of china#2302,TOP,1319,194,190,50.5%
54,Grandmaster,PiiP#7044,MID,1302,124,98,55.9%
55,Grandmaster,純 愛#1124,ADC,1296,148,132,52.9%
56,Grandmaster,sigyn#1905,JUNGLE,1287,269,234,53.5%
57,Grandmaster,泳ぎたいたい焼き#JP1,SUP,1287,113,89,55.9%
58,Grandmaster,潔世一#Majin,ADC,1284,111,84,56.9%
59,Grandmaster,グレイラースＹ#JP1,SUP,1278,399,402,49.8%
60,Grandmaster,Philia#sama,SUP,1277,121,86,58.5%
61,Grandmaster,しゅんた1106#JP1,MID,1269,228,237,49.0%
62,Grandmaster,びょんしんゲーミング#びょんしん,TOP,1269,93,73,56.0%
63,Grandmaster,hourousummer#325,ADC,1268,119,94,55.9%
64,Grandmaster,Asuki#JP1,ADC,1267,253,241,51.2%
65,Grandmaster,Badao1102c#2302,JUNGLE,1263,139,114,54.9%
66,Grandmaster,ユズキ#宇  う,ADC,1258,125,53,70.2%
67,Grandmaster,JP ONANI KING#onani,MID,1256,105,75,58.3%
68,Grandmaster,ユーハイ#045,ADC,1251,231,153,60.2%
69,Grandmaster,aspire#JINBU,MID,1250,130,104,55.6%
70,Grandmaster,ねすてぃー#7777,JUNGLE,1250,121,99,55.0%
71,Grandmaster,リーグオブハゲ#JP1,ADC,1247,78,54,59.1%
72,Grandmaster,Schwarz#neko,JUNGLE,1246,253,213,54.3%
73,Grandmaster,くるみかん#123,JUNGLE,1243,241,209,53.6%
74,Grandmaster,鳥劇場浅草橋店#umai,ADC,1237,103,81,56.0%
75,Grandmaster,チェゴヤ#0202,MID,1236,214,160,57.2%
76,Grandmaster,Say less#fearr,ADC,1233,125,111,53.0%
77,Grandmaster,Tele#JP1,ADC,1221,220,179,55.1%
78,Grandmaster,,TOP,1219,167,148,53.0%
79,Grandmaster,,MID,1216,228,190,54.5%
80,Grandmaster,,JUNGLE,1214,95,57,62.5%
81,Grandmaster,,MID,1209,174,148,54.0%
82,Grandmaster,,TOP,1206,128,82,61.0%
83,Grandmaster,,SUP,1198,145,117,55.3%
84,Grandmaster,,JUNGLE,1194,216,207,51.1%
85,Grandmaster,,MID,1194,119,82,59.2%
86,Grandmaster,,JUNGLE,1190,306,285,51.8%
87,Grandmaster,,JUNGLE,1183,492,452,52.1%
88,Grandmaster,,ADC,1179,121,97,55.5%
89,Grandmaster,,JUNGLE,1177,161,145,52.6%
90,Grandmaster,,JUNGLE,1163,245,249,49.6%
91,Grandmaster,,TOP,1156,217,155,58.3%
92,Grandmaster,,ADC,1155,121,40,75.2%
93,Grandmaster,,ADC,1153,335,295,53.2%
94,Grandmaster,,MID,1152,126,96,56.8%
95,Grandmaster,,JUNGLE,1143,209,184,53.2%
96,Grandmaster,,MID,1142,113,99,53.3%
97,Grandmaster,,ADC,1138,223,220,50.3%
98,Grandmaster,,JUNGLE,1124,202,166,54.9%
99,Grandmaster,,MID,1113,271,266,50.5%
100,Grandmaster,,ADC,1111,109,77,58.6%
101,Grandmaster,,TOP,1107,248,214,53.7%
102,Grandmaster,,MID,1106,403,389,50.9%
103,Grandmaster,,MID,1104,153,120,56.0%
104,Grandmaster,,SUP,1101,91,23,79.8%
105,Grandmaster,,SUP,1080,204,193,51.4%
106,Grandmaster,,MID,1079,98,67,59.4%
107,Grandmaster,,JUNGLE,1076,105,41,71.9%
108,Grandmaster,,JUNGLE,1074,241,198,54.9%
109,Grandmaster,,,1068,175,155,53.0%
110,Grandmaster,,,1067,118,114,50.9%
111,Grandmaster,,,1063,91,69,56.9%
112,Grandmaster,,SUP,1060,134,115,53.8%
113,Grandmaster,,TOP,1056,87,79,52.4%
114,Grandmaster,,,1056,70,44,61.4%
115,Grandmaster,,,1054,113,99,53.3%
116,Grandmaster,,MID,1053,68,36,65.4%
117,Grandmaster,,MID,1051,244,230,51.5%
118,Grandmaster,,MID,1048,161,130,55.3%
119,Grandmaster,,SUP,1048,130,114,53.3%
120,Grandmaster,,TOP,1044,80,58,58.0%
121,Grandmaster,,MID,1043,168,138,54.9%
122,Grandmaster,,JUNGLE,1043,88,63,58.3%
123,Grandmaster,,JUNGLE,1042,200,166,54.6%
124,Grandmaster,,,1037,138,82,62.7%
125,Grandmaster,,,1030,174,186,48.3%
126,Grandmaster,くむお#JP1,ADC,1029,227,213,51.6%
127,Grandmaster,Milan#bb6,ADC,1028,233,203,53.4%
128,Grandmaster,Charley#rakan,SUP,1024,94,84,52.8%
129,Grandmaster,本間心鈴#美しい虚無,JUNGLE,1021,114,87,56.7%
130,Grandmaster,Ayezen#JP1,,1008,135,114,54.2%
131,Grandmaster,relya#JP2,,1007,279,268,51.0%
132,Grandmaster,魔琉血夜麗#JP1,,1007,77,61,55.8%
133,Grandmaster,Bangha#TOP,,1006,163,150,52.1%
134,Grandmaster,jpwMJP#2392,,1005,132,85,60.8%
135,Grandmaster,尾中板井#JP1,SUP,1003,190,160,54.3%
136,Grandmaster,Blender#Blend,,1002,216,217,49.9%
137,Grandmaster,Shn1#Shin1,,1001,105,74,58.7%
138,Grandmaster,シューティングルフィ太郎#流れ星,,1000,75,44,63.0%
139,Grandmaster,yujin#0619,,1000,71,29,71.0%
140,Grandmaster,shottaka#JP1,TOP,997,158,151,51.1%
141,Grandmaster,あんま自分を責めんな俺がいるけん#ran,,993,164,158,50.9%
142,Grandmaster,負けない人生負けない気持ち#061i,ADC,988,245,262,48.3%
143,Grandmaster,混血 女友#aaa,,984,257,207,55.4%
144,Grandmaster,NewMeta#TOP,,982,68,44,60.7%
145,Grandmaster,CTRLME#77777,JUNGLE,977,187,159,54.0%
146,Grandmaster,loselinelosegame#999,JUNGLE,976,115,101,53.2%
147,Grandmaster,Not Anymore#Happy,,976,111,73,60.3%
148,Grandmaster,貴方を不幸に誘いますね#ちょうだい,,975,94,55,63.1%
149,Grandmaster,Phong Shelby#PSB,ADC,974,346,303,53.3%
150,Grandmaster,minaponzu#JP1,,971,101,90,52.9%
